Ticker,Name,Website,DNBExchange,DNBTicker,NaicsSector,NaicsIndustry,KeyPrincipal
BCS,BARCLAYS PLC,www.home.barclays,London SETS,BARC,Finance and Insurance,"Agencies, Brokerages, and Other Insurance Related Activities",
BDC,Belden Inc.,www.belden.com,NYSE,BDC,"Electrical Equipment, Appliance, and Component Manufacturing",Other Electrical Equipment and Component Manufacturing,
BDX,"Becton, Dickinson and Company",www.bd.com,NYSE,BDX,Machinery Manufacturing,Industrial Machinery Manufacturing,
BE,Bloom Energy Corporation,www.bloomenergy.com,NYSE,BE,Computer and Electronic Product Manufacturing,Semiconductor and Other Electronic Component Manufacturing,
BEAM,Beam Therapeutics Inc.,www.beamtx.com,NASDAQ,BEAM,Chemical Manufacturing,Pharmaceutical and Medicine Manufacturing,
BECN,"Beacon Roofing Supply, Inc.",www.becn.com,NASDAQ,BECN,Wholesale Trade,Lumber and Other Construction Materials Merchant Wholesalers,
BEN,"Franklin Resources, Inc.",www.franklinresources.com,NYSE,BEN,Finance and Insurance,Other Investment Pools and Funds,
BEPC,Brookfield Renewable Corporation,www.brookfield.com,Toronto,BEPC,Administrative and Support and Waste Management and Remediation Services,Office Administrative Services,
BERY,"Berry Global Group, Inc.",www.berryglobal.com,NYSE,BERY,Plastics and Rubber Products Manufacturing,Plastics Product Manufacturing,
BF.A,Brown-Forman Corporation,www.brown-forman.com,NYSE,BF.B,Wood Product Manufacturing,Other Wood Product Manufacturing,
BF.B,Brown-Forman Corporation,www.brown-forman.com,NYSE,BF.B,Wood Product Manufacturing,Other Wood Product Manufacturing,
BFAM,"Bright Horizons Family Solutions, Inc.",www.brighthorizons.com,NYSE,BFAM,Health Care and Social Assistance,Child Care Services,
BFH,"Bread Financial Holdings, Inc.",www.breadfinancial.com,NYSE,BFH,Finance and Insurance,Activities Related to Credit Intermediation,
BG,Bunge Limited,www.bunge.com,NYSE,BG,Chemical Manufacturing,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",
BGNE,"BeiGene, Ltd.",www.beigene.com,,,"Professional, Scientific, and Technical Services",Scientific Research and Development Services,
BH.A,Biglari Holdings Inc.,www.biglariholdings.com,,,Real Estate and Rental and Leasing,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),
BHC,Bausch Health Companies Inc,www.bauschhealth.com,Toronto,BHC,Wholesale Trade,Drugs and Druggists' Sundries Merchant Wholesalers,
BHF,"Brighthouse Financial, Inc.",www.brighthousefinancial.com,NASDAQ,BHF,Finance and Insurance,Insurance Carriers,
BHP,BHP GROUP LIMITED,www.bhp.com,Australian,BHP,"Mining, Quarrying, and Oil and Gas Extraction",Metal Ore Mining,
BIDU,"Baidu, Inc.",ir.baidu.com,,,"Professional, Scientific, and Technical Services",Computer Systems Design and Related Services,
BIIB,Biogen Inc.,www.biogen.com,NASDAQ,BIIB,"Professional, Scientific, and Technical Services",Scientific Research and Development Services,
BILI,Bilibili Inc.,ir.bilibili.com,,,"Professional, Scientific, and Technical Services",Computer Systems Design and Related Services,
BILL,"Bill Holdings, Inc.",www.bill.com,NYSE,BILL,Information,Software Publishers,
BIO,BIORAD LABORATORIES (PTY) LTD,www.bio-rad.com,,,"Professional, Scientific, and Technical Services",Computer Systems Design and Related Services,
BIO.B,BIORAD LABORATORIES (PTY) LTD,www.bio-rad.com,,,"Professional, Scientific, and Technical Services",Computer Systems Design and Related Services,
BIPC,Brookfield Infrastructure Corporation,www.brookfield.com,Toronto,BIPC,Finance and Insurance,Other Investment Pools and Funds,
BJ,"BJ's Wholesale Club Holdings, Inc.",www.bjs.com,NYSE,BJ,Retail Trade,Gasoline Stations,
BK,THE BANK OF NEW YORK MELLON,www.bnymellon.com,,,Finance and Insurance,Depository Credit Intermediation,
BKH,Black Hills Corporation,www.blackhillscorp.com,NYSE,BKH,"Mining, Quarrying, and Oil and Gas Extraction",Support Activities for Mining,
BKI,"Black Knight Financial Services, Inc.",www.blackknightinc.com,,,Information,Software Publishers,
BKNG,Booking Holdings Inc.,www.bookingholdings.com,NASDAQ,BKNG,Administrative and Support and Waste Management and Remediation Services,Travel Arrangement and Reservation Services,
BKR,Baker Hughes Company,www.bakerhughes.com,NASDAQ,BKR,Machinery Manufacturing,Other General Purpose Machinery Manufacturing,
BKU,"Bankunited, Inc.",www.bankunited.com,NYSE,BKU,Finance and Insurance,Depository Credit Intermediation,
BL,"Blackline, Inc.",www.blackline.com,NASDAQ,BL,Information,Software Publishers,
BLCO,Bausch + Lomb Corporation,,Toronto,BLCO,Health Care and Social Assistance,Offices of Physicians,
BLD,Topbuild Corp.,www.topbuild.com,NYSE,BLD,Wholesale Trade,Lumber and Other Construction Materials Merchant Wholesalers,
BLDR,"Builders Firstsource, Inc.",www.bldr.com,NYSE,BLDR,Retail Trade,Building Material and Supplies Dealers,
BLK,BLACKROCK SUSTAINABLE AMERICAN INCOME TRUST PLC,www.blackrock.com,London SETS,BRSA,Finance and Insurance,Nondepository Credit Intermediation,
BLKB,"Blackbaud, Inc.",www.blackbaud.com,NASDAQ,BLKB,"Professional, Scientific, and Technical Services","Management, Scientific, and Technical Consulting Services",
BLMN,"Bloomin' Brands, Inc.",www.bloominbrands.com,NASDAQ,BLMN,Accommodation and Food Services,Restaurants and Other Eating Places,
BMBL,Bumble Inc.,team.bumble.com,NASDAQ,BMBL,"Professional, Scientific, and Technical Services",Computer Systems Design and Related Services,
BMI,"Badger Meter, Inc.",www.badgermeter.com,NYSE,BMI,Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing,
BMO,BANK OF MONTREAL,www.bmo.com,,,Finance and Insurance,Depository Credit Intermediation,
BMRN,Biomarin Pharmaceutical Inc.,www.biomarin.com,NASDAQ,BMRN,Chemical Manufacturing,Pharmaceutical and Medicine Manufacturing,
BMY,Bristol-Myers Squibb Company,www.bms.com,NYSE,BMY,Chemical Manufacturing,Pharmaceutical and Medicine Manufacturing,
BN,Brookfield Corporation,www.brookfield.com,Toronto,BN,Real Estate and Rental and Leasing,Lessors of Real Estate,
BNL,"Broadstone Net Lease, Inc.",www.broadstone.com,NYSE,BNL,Real Estate and Rental and Leasing,Lessors of Real Estate,
BNS,BANK OF NOVA SCOTIA,www.scotiabank.com,,,Other Services (except Public Administration),"Business, Professional, Labor, Political, and Similar Organizations",
BNTX,BioNTech SE,www.biontech.com,,,"Professional, Scientific, and Technical Services",Scientific Research and Development Services,
BOH,Bank of Hawaii,www.boh.com,,,Finance and Insurance,Securities and Commodity Contracts Intermediation and Brokerage,
BOKF,Bok Financial Corporation,investor.bokf.com,NASDAQ,BOKF,Finance and Insurance,Depository Credit Intermediation,
BOOT,"Boot Barn Holdings, Inc.",www.bootbarn.com,NYSE,BOOT,Retail Trade,"Office Supplies, Stationery, and Gift Retailers",
BOWL,Bowlero Corp.,www.bowlero.com,,,"Arts, Entertainment, and Recreation",Other Amusement and Recreation Industries,
BOX,"Box, Inc.",www.box.com,NYSE,BOX,Information,Software Publishers,
BP,BP America Inc,www.bp.com,,,Transportation and Warehousing,"Deep Sea, Coastal, and Great Lakes Water Transportation",
BPMC,Blueprint Medicines Corporation,www.blueprintmedicines.com,NASDAQ,BPMC,Chemical Manufacturing,Pharmaceutical and Medicine Manufacturing,
BPOP,"Popular, Inc.",www.popular.com,NASDAQ,BPOP,Finance and Insurance,Depository Credit Intermediation,
BR,"Broadridge Financial Solutions, Inc.",www.broadridge.com,NYSE,BR,Information,Software Publishers,
BRBR,"Bellring Brands, Inc.",www.bellring.com,,,Food Manufacturing,Dairy Product Manufacturing,
BRC,Brady Corporation,www.bradyid.com,NYSE,BRC,Computer and Electronic Product Manufacturing,Computer and Peripheral Equipment Manufacturing,
BRFS,BRF Global GmbH,www.brf-global.com,,,Wholesale Trade,Grocery and Related Product Merchant Wholesalers,
BRK.A,Berkshire Hathaway Inc.,www.berkshirehathawayinc.us,NYSE,BRK.A,Accommodation and Food Services,Special Food Services,
BRKR,Bruker Corporation,www.bruker.com,NASDAQ,BRKR,Computer and Electronic Product Manufacturing,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",
BRO,"Brown &amp; Brown, Inc.",www.bbinsurance.com,NYSE,BRO,Finance and Insurance,"Agencies, Brokerages, and Other Insurance Related Activities",
BRP,"Brp Group, Inc.",www.capitalgroup.com,NASDAQ,BRP,Finance and Insurance,"Agencies, Brokerages, and Other Insurance Related Activities",
BRX,Brixmor Property Group Inc.,www.brixmor.com,NYSE,BRX,Real Estate and Rental and Leasing,Activities Related to Real Estate,
BRZE,"Braze, Inc.",www.braze.com,NASDAQ,BRZE,Information,Software Publishers,
BSAC,Banco Santander-Chile,www.santander.cl,Santiago,BSANTANDER,Finance and Insurance,Depository Credit Intermediation,
BSBR,Banco Santander Brasil S/A,www.santander.com.br,San Paulo,SANB3,Finance and Insurance,Depository Credit Intermediation,
BSM,"Black Stone Minerals, L.P.",www.blackstoneminerals.com,NYSE,BSM,"Mining, Quarrying, and Oil and Gas Extraction",Support Activities for Mining,
BSMX,"Santander Consumo, S.A. de C.V., SOFOM, E.R., Grupo Financiero Santander México",www.santander.com.mx,,,Finance and Insurance,Nondepository Credit Intermediation,
BSX,Boston Scientific Corporation,www.bostonscientific.com,NYSE,BSX,Miscellaneous Manufacturing,Medical Equipment and Supplies Manufacturing,
BSY,"Bentley Systems, Incorporated",www.bentley.com,NASDAQ,BSY,Information,Software Publishers,
BTE,Baytex Energy Corp,www.baytexenergy.com,Toronto,BTE,"Mining, Quarrying, and Oil and Gas Extraction",Oil and Gas Extraction,
BTG,B2Gold Corp,www.b2gold.com,Toronto,BTO,"Mining, Quarrying, and Oil and Gas Extraction",Support Activities for Mining,
BTI,BRITISH AMERICAN TOBACCO P.L.C.,www.bat.com,London SETS,BATS,Wholesale Trade,Miscellaneous Nondurable Goods Merchant Wholesalers,
BTU,Peabody Energy Corporation,www.peabodyenergy.com,NYSE,BTU,"Mining, Quarrying, and Oil and Gas Extraction",Coal Mining,
BURL,"Burlington Stores, Inc.",www.burlington.com,NYSE,BURL,Retail Trade,Other Miscellaneous Retailers,
BWA,Borgwarner Inc.,www.borgwarner.com,NYSE,BWA,Transportation Equipment Manufacturing,Motor Vehicle Parts Manufacturing,
BWXT,"Bwx Technologies, Inc.",www.bwxt.com,NYSE,BWXT,Computer and Electronic Product Manufacturing,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",
BX,"BLACKSTONE GROUP JAPAN K.K., THE",http://japan.blackstone.com/,,,"Professional, Scientific, and Technical Services","Management, Scientific, and Technical Consulting Services",
BXMT,"Blackstone Mortgage Trust, Inc.",www.blackstonemortgagetrust.com,NYSE,BXMT,Real Estate and Rental and Leasing,Lessors of Real Estate,
BXP,"Boston Properties, Inc.",www.bxp.com,NYSE,BXP,Real Estate and Rental and Leasing,Lessors of Real Estate,
BXSL,Blackstone Secured Lending Fund,www.bxsl.com,NYSE,BXSL,Finance and Insurance,Other Investment Pools and Funds,
BYD,Boyd Gaming Corporation,www.boydgaming.com,NYSE,BYD,Accommodation and Food Services,Traveler Accommodation,
BZ,Kanzhun Limited,www.dianzhangzhipin.com,,,Wholesale Trade,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,
C,Citigroup Inc.,www.citigroup.com,NYSE,C,Finance and Insurance,Depository Credit Intermediation,
CAAP,Corporación América Airports S.A.,,NYSE,CAAP,Finance and Insurance,Other Financial Investment Activities,
CABO,"Cable One, Inc.",www.sparklight.com,NYSE,CABO,Information,Wired and Wireless Telecommunications (except Satellite),
CACC,Credit Acceptance Corporation,www.creditacceptance.com,NASDAQ,CACC,Finance and Insurance,Nondepository Credit Intermediation,
CACI,Caci International Inc.,www.caci.com,NYSE,CACI,Information,All Other Telecommunications,
CADE,"Cadence Bank, N.A.",www.cadencebank.com,,,Finance and Insurance,Depository Credit Intermediation,
CAE,Cae USA Inc.,www.cae.com,,,"Professional, Scientific, and Technical Services","Architectural, Engineering, and Related Services",
CAG,"Conagra Brands, Inc.",www.conagrabrands.com,NYSE,CAG,Food Manufacturing,Other Food Manufacturing,
CAH,"Cardinal Health, Inc.",www.cardinalhealth.com,NYSE,CAH,Miscellaneous Manufacturing,Medical Equipment and Supplies Manufacturing,
CALM,"Cal-Maine Foods, Inc.",www.calmainefoods.com,NASDAQ,CALM,"Agriculture, Forestry, Fishing and Hunting",Poultry and Egg Production,
CALX,"Calix, Inc.",www.calix.com,NYSE,CALX,Information,Wired and Wireless Telecommunications (except Satellite),
CAMT,CAMTEK LTD,www.camtek.com,NASDAQ,CAMT,Machinery Manufacturing,Commercial and Service Industry Machinery Manufacturing,
CAR,"Avis Budget Group, Inc.",www.avisbudgetgroup.com,NASDAQ,CAR,Real Estate and Rental and Leasing,Automotive Equipment Rental and Leasing,
CARG,"Cargurus, Inc.",www.cargurus.com,NASDAQ,CARG,Information,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",
CARR,Carrier Global Corporation,www.johnsoncontrols.com,NYSE,CARR,Machinery Manufacturing,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",
CASY,"Casey's General Stores, Inc.",www.caseys.com,NASDAQ,CASY,Retail Trade,Gasoline Stations,
CAT,Caterpillar Inc.,www.caterpillar.com,NYSE,CAT,Finance and Insurance,Insurance Carriers,
CATY,Cathay General Bancorp,www.cathaybank.com,NASDAQ,CATY,Finance and Insurance,Depository Credit Intermediation,
CAVA,"Cava Group, Inc.",www.cava.com,,,Accommodation and Food Services,Restaurants and Other Eating Places,
CB,CHUBB HOLDINGS AUSTRALIA PTY LIMITED,www.chubb.com,,,Finance and Insurance,"Agencies, Brokerages, and Other Insurance Related Activities",
CBOE,"Cboe Global Markets, Inc.",www.cboe.com,Bats Exchange Inc.,CBOE,Finance and Insurance,Securities and Commodity Contracts Intermediation and Brokerage,
CBRE,"CBRE Group, Inc.",www.cbre.com,NYSE,CBRE,"Professional, Scientific, and Technical Services","Management, Scientific, and Technical Consulting Services",
CBRL,"Cracker Barrel Old Country Store, Inc.",www.crackerbarrel.com,NASDAQ,CBRL,Retail Trade,"Office Supplies, Stationery, and Gift Retailers",
CBSH,"Commerce Bancshares, Inc.",www.commercebank.com,NASDAQ,CBSH,Finance and Insurance,Nondepository Credit Intermediation,
CBT,Cabot Corporation,www.cabotcorp.com,,,Primary Metal Manufacturing,Nonferrous Metal (except Aluminum) Production and Processing,
CBU,"Community Bank System, Inc.",ir.communitybanksystem.com,NYSE,CBU,Finance and Insurance,Depository Credit Intermediation,
CBZ,"Cbiz, Inc.",www.cbiz.com,NYSE,CBZ,"Professional, Scientific, and Technical Services","Management, Scientific, and Technical Consulting Services",
CC,The Chemours Company,www.chemours.com,NYSE,CC,Chemical Manufacturing,Other Chemical Product and Preparation Manufacturing,
CCCS,CCC Intelligent Solutions Holdings Inc.,,NASDAQ,CCCS,Information,Software Publishers,
CCEP,COCA-COLA EUROPACIFIC PARTNERS PLC,www.cocacolaep.com,London SETS,CCEP,Beverage and Tobacco Product Manufacturing,Beverage Manufacturing,
CCI,Crown Castle Inc.,www.crowncastle.com,NYSE,CCI,Other Services (except Public Administration),Electronic and Precision Equipment Repair and Maintenance,
CCJ,Cameco Corporation,www.cameco.com,Toronto,CCO,Wholesale Trade,Metal and Mineral (except Petroleum) Merchant Wholesalers,
CCK,Crown Cork &amp; Seal Deutschland Holdings GmbH,www.crowncork.com,,,Fabricated Metal Product Manufacturing,"Boiler, Tank, and Shipping Container Manufacturing",
CCL,Carnival Corporation,www.carnivalcorp.com,NYSE,CCL,Accommodation and Food Services,Traveler Accommodation,
CCOI,"Cogent Communications Holdings, Inc.",www.cogentco.com,NASDAQ,CCOI,Information,Software Publishers,
CCS,"Century Communities, Inc.",www.centurycommunities.com,NYSE,CCS,Construction,Residential Building Construction,
CCU,Compañia Cervecerias Unidas S.A.,www.ccu.cl,Santiago,CCU,Food Manufacturing,Sugar and Confectionery Product Manufacturing,
CDAY,Ceridian Hcm Holding Inc.,www.ceridian.com,NYSE,CDAY,Information,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",
CDNS,"Cadence Design Systems, Inc.",www.cadence.com,NASDAQ,CDNS,Information,Software Publishers,
CDW,Cdw Corporation,www.cdw.com,NASDAQ,CDW,Retail Trade,Other Miscellaneous Retailers,
CE,Celanese Corporation,www.celanese.com,NYSE,CE,Chemical Manufacturing,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",
CEG,Constellation Energy Corporation,www.constellationenergy.com,NASDAQ,CEG,Utilities,"Electric Power Generation, Transmission and Distribution",
CEIX,Consol Energy Inc.,www.consolenergy.com,NYSE,CEIX,"Mining, Quarrying, and Oil and Gas Extraction",Coal Mining,
CELH,"Celsius Holdings, Inc.",www.celsiusholdingsinc.com,NASDAQ,CELH,Beverage and Tobacco Product Manufacturing,Beverage Manufacturing,
CENT,Central Garden &amp; Pet Company,www.central.com,NASDAQ,CENT,Wholesale Trade,Miscellaneous Nondurable Goods Merchant Wholesalers,
CENTA,Central Garden &amp; Pet Company,www.central.com,NASDAQ,CENT,Wholesale Trade,Miscellaneous Nondurable Goods Merchant Wholesalers,
CEQP,Crestwood Equity Partners LP,www.crestwoodlp.com,NYSE,CEQP,Retail Trade,Fuel Dealers,
CERE,"Cerevel Therapeutics, Inc.",www.cerevel.com,,,"Professional, Scientific, and Technical Services",Scientific Research and Development Services,
CERT,"Certara, Inc.",,NASDAQ,CERT,Chemical Manufacturing,Pharmaceutical and Medicine Manufacturing,
CF,"CF Industries Holdings, Inc.",www.cfindustries.com,NYSE,CF,Chemical Manufacturing,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",
