Date,% Higher,% Same,% Lower,Diffusion Index
2014-06-01,29.0,60.0,11.0,54.4
2014-05-01,26.0,61.0,13.0,52.4
2014-04-01,21.0,68.0,11.0,51.3
2014-03-01,25.0,61.0,14.0,53.6
2014-02-01,16.0,65.0,19.0,47.5
2014-01-01,18.0,70.0,12.0,56.4
2013-12-01,23.0,63.0,14.0,55.6
2013-11-01,16.0,68.0,16.0,54.5
2013-10-01,22.0,60.0,18.0,56.0
2013-09-01,20.0,60.0,20.0,54.1
2013-08-01,26.0,58.0,16.0,56.3
2013-07-01,25.0,62.0,13.0,53.9
2013-06-01,31.0,57.0,12.0,54.9
2013-05-01,24.0,61.0,15.0,50.3
2013-04-01,28.0,57.0,15.0,52.6
2013-03-01,26.0,58.0,16.0,53.2
2013-02-01,26.0,61.0,13.0,55.5
2013-01-01,20.0,64.0,16.0,55.6
2012-12-01,21.0,66.0,13.0,55.2
2012-11-01,18.0,62.0,20.0,53.3
2012-10-01,19.0,63.0,18.0,54.7
2012-09-01,22.0,55.0,23.0,53.2
2012-08-01,22.0,60.0,18.0,53.3
2012-07-01,23.0,59.0,18.0,50.3
2012-06-01,28.0,58.0,14.0,52.5
2012-05-01,23.0,67.0,10.0,51.9
2012-04-01,26.0,65.0,9.0,54.5
2012-03-01,24.0,66.0,10.0,55.2
2012-02-01,17.0,74.0,9.0,53.2
2012-01-01,18.0,66.0,16.0,54.9
2011-12-01,14.0,68.0,18.0,49.0
2011-11-01,15.0,68.0,17.0,53.1
2011-10-01,16.0,64.0,20.0,52.3
2011-09-01,10.0,73.0,17.0,49.4
2011-08-01,16.0,69.0,15.0,51.9
2011-07-01,27.0,58.0,15.0,53.3
2011-06-01,27.0,61.0,12.0,52.9
2011-05-01,28.0,63.0,9.0,54.4
2011-04-01,26.0,63.0,11.0,53.6
2011-03-01,22.0,65.0,13.0,52.9
2011-02-01,20.0,68.0,12.0,53.6
2011-01-01,16.0,64.0,20.0,52.1
2010-12-01,18.0,66.0,16.0,52.2
2010-11-01,16.0,73.0,11.0,56.6
2010-10-01,13.0,69.0,18.0,52.1
2010-09-01,15.0,68.0,17.0,51.5
2010-08-01,13.0,69.0,18.0,48.9
2010-07-01,17.0,73.0,10.0,50.7
2010-06-01,18.0,70.0,12.0,48.5
2010-05-01,22.0,65.0,13.0,49.6
2010-04-01,22.0,61.0,17.0,49.3
2010-03-01,16.0,65.0,19.0,47.4
2010-02-01,12.0,68.0,20.0,46.0
2010-01-01,10.0,62.0,28.0,44.8
2009-12-01,9.0,70.0,21.0,44.6
2009-11-01,11.0,61.0,28.0,42.8
2009-10-01,5.0,68.0,27.0,42.6
2009-09-01,13.0,60.0,27.0,44.7
2009-08-01,8.0,68.0,24.0,43.4
2009-07-01,13.0,61.0,26.0,41.3
2009-06-01,13.0,64.0,23.0,41.5
2009-05-01,13.0,58.0,29.0,37.9
2009-04-01,10.0,58.0,32.0,36.3
2009-03-01,7.0,50.0,43.0,31.9
2009-02-01,10.0,52.0,38.0,37.0
2009-01-01,6.0,53.0,41.0,36.2
2008-12-01,9.0,51.0,40.0,34.9
2008-11-01,5.0,52.0,43.0,31.5
2008-10-01,9.0,61.0,30.0,42.8
2008-09-01,13.0,60.0,27.0,44.3
2008-08-01,13.0,62.0,25.0,45.2
2008-07-01,19.0,60.0,21.0,46.3
2008-06-01,13.0,68.0,19.0,43.4
2008-05-01,18.0,68.0,14.0,47.2
2008-04-01,22.0,61.0,17.0,49.7
2008-03-01,14.0,66.0,20.0,47.4
2008-02-01,14.0,63.0,23.0,47.3
2008-01-01,6.0,70.0,24.0,45.7
2007-12-01,16.0,71.0,13.0,51.8
2007-11-01,17.0,68.0,15.0,51.6
2007-10-01,17.0,66.0,17.0,53.6
2007-09-01,18.0,66.0,16.0,52.5
2007-08-01,12.0,70.0,18.0,48.3
2007-07-01,21.0,66.0,13.0,51.1
2007-06-01,24.0,67.0,9.0,53.3
2007-05-01,23.0,68.0,9.0,52.2
2007-04-01,19.0,69.0,12.0,51.1
2007-03-01,17.0,69.0,14.0,51.9
2007-02-01,18.0,65.0,17.0,52.7
2007-01-01,15.0,69.0,16.0,54.8
2006-12-01,17.0,71.0,12.0,52.7
2006-11-01,18.0,68.0,14.0,52.2
2006-10-01,14.0,72.0,14.0,52.9
2006-09-01,17.0,69.0,14.0,52.9
2006-08-01,15.0,72.0,13.0,52.2
2006-07-01,19.0,75.0,6.0,53.6
2006-06-01,22.0,66.0,12.0,51.2
2006-05-01,25.0,68.0,7.0,54.6
2006-04-01,25.0,67.0,8.0,56.5
2006-03-01,18.0,74.0,8.0,55.1
2006-02-01,21.0,69.0,10.0,58.1
2006-01-01,16.0,67.0,17.0,54.5
2005-12-01,21.0,70.0,9.0,56.4
2005-11-01,21.0,72.0,7.0,56.9
2005-10-01,16.0,72.0,12.0,54.2
2005-09-01,20.0,68.0,12.0,55.4
2005-08-01,26.0,66.0,8.0,60.2
2005-07-01,26.0,64.0,10.0,55.1
2005-06-01,29.0,61.0,10.0,55.8
2005-05-01,21.0,68.0,11.0,51.8
2005-04-01,18.0,74.0,8.0,53.3
2005-03-01,24.0,67.0,9.0,57.2
2005-02-01,20.0,74.0,6.0,59.7
2005-01-01,15.0,71.0,14.0,54.6
2004-12-01,19.0,70.0,11.0,54.711246200608
2004-11-01,18.0,74.0,8.0,54.835493519442
2004-10-01,17.0,75.0,8.0,56.476683937824
2004-09-01,19.0,69.0,12.0,55.325749741468
2004-08-01,18.0,69.0,13.0,53.516819571865
2004-07-01,18.0,68.0,14.0,49.665711556829
2004-06-01,27.0,64.0,9.0,55.555555555556
2004-05-01,23.0,68.0,9.0,54.545454545455
2004-04-01,21.0,70.0,9.0,54.6875
2004-03-01,17.0,75.0,8.0,53.800592300099
2004-02-01,16.0,70.0,14.0,52.904564315353
2004-01-01,18.0,68.0,14.0,55.143160127253
2003-12-01,19.0,68.0,13.0,54.0
2003-11-01,20.0,69.0,11.0,54.4
2003-10-01,19.0,65.0,16.0,53.0
2003-09-01,15.0,67.0,18.0,50.1
2003-08-01,18.0,66.0,16.0,51.7
2003-07-01,21.0,64.0,15.0,50.5
2003-06-01,17.0,69.0,14.0,49.3
2003-05-01,17.0,66.0,17.0,48.5
2003-04-01,17.0,66.0,17.0,48.7
2003-03-01,14.0,70.0,16.0,48.1
2003-02-01,12.0,69.0,19.0,48.5
2003-01-01,12.0,73.0,15.0,50.5
2002-12-01,14.0,64.0,22.0,47.0
2002-11-01,13.0,66.0,21.0,46.0
2002-10-01,12.0,67.0,21.0,46.6
2002-09-01,13.0,65.0,22.0,47.1
2002-08-01,10.0,74.0,16.0,47.2
2002-07-01,13.0,71.0,16.0,46.1
2002-06-01,13.0,66.0,21.0,44.0
2002-05-01,15.0,70.0,15.0,49.2
2002-04-01,12.0,75.0,13.0,47.8
2002-03-01,11.0,71.0,18.0,45.8
2002-02-01,7.0,69.0,24.0,43.9
2002-01-01,7.0,72.0,21.0,44.3
2001-12-01,11.0,65.0,24.0,44.6
2001-11-01,11.0,67.0,22.0,44.5
2001-10-01,9.0,68.0,23.0,43.9
2001-09-01,12.0,66.0,22.0,46.4
2001-08-01,10.0,71.0,19.0,45.7
2001-07-01,14.0,70.0,16.0,46.4
2001-06-01,14.0,67.0,19.0,45.6
2001-05-01,15.0,65.0,20.0,46.7
2001-04-01,13.0,70.0,17.0,46.5
2001-03-01,16.0,69.0,15.0,49.6
2001-02-01,14.0,68.0,18.0,50.7
2001-01-01,13.0,74.0,13.0,51.7
2000-12-01,16.0,70.0,14.0,52.4
2000-11-01,19.0,71.0,10.0,54.6
2000-10-01,20.0,67.0,13.0,54.5
2000-09-01,20.0,64.0,16.0,53.5
2000-08-01,22.0,64.0,14.0,54.2
2000-07-01,19.0,69.0,12.0,50.5
2000-06-01,25.0,63.0,12.0,54.4
2000-05-01,21.0,67.0,12.0,53.5
2000-04-01,21.0,70.0,9.0,54.4
2000-03-01,22.0,68.0,10.0,55.0
2000-02-01,14.0,72.0,14.0,52.8
2000-01-01,13.0,75.0,12.0,52.3
1999-12-01,15.0,73.0,12.0,53.0
1999-11-01,15.0,71.0,14.0,50.6
1999-10-01,16.0,70.0,14.0,51.7
1999-09-01,14.0,72.0,14.0,51.4
1999-08-01,15.0,74.0,11.0,52.3
1999-07-01,21.0,71.0,8.0,53.4
1999-06-01,24.0,67.0,9.0,55.3
1999-05-01,17.0,74.0,9.0,52.9
1999-04-01,18.0,71.0,11.0,52.0
1999-03-01,17.0,70.0,13.0,51.1
1999-02-01,11.0,77.0,12.0,52.2
1999-01-01,12.0,75.0,13.0,51.4
1998-12-01,13.0,73.0,14.0,50.9
1998-11-01,18.0,69.0,13.0,52.6
1998-10-01,16.0,73.0,11.0,53.1
1998-09-01,16.0,72.0,12.0,53.7
1998-08-01,15.0,74.0,11.0,52.3
1998-07-01,24.0,62.0,14.0,51.9
1998-06-01,22.0,65.0,13.0,52.5
1998-05-01,21.0,66.0,13.0,52.8
1998-04-01,18.0,70.0,12.0,51.6
1998-03-01,21.0,68.0,11.0,54.1
1998-02-01,20.0,64.0,16.0,54.8
1998-01-01,18.0,70.0,12.0,55.0
1997-12-01,17.0,73.0,10.0,55.0
1997-11-01,23.0,67.0,10.0,56.7
1997-10-01,17.0,67.0,16.0,51.0
1997-09-01,16.0,71.0,13.0,53.2
1997-08-01,20.0,67.0,13.0,53.8
1997-07-01,23.0,68.0,9.0,53.8
