Date,% Greater,% Same,% Less,Net,Index,% Reporting
2019-11-01,16.2,53.7,30.1,-13.9,43.0,90.0
2019-10-01,16.4,55.3,28.2,-11.8,44.1,88.0
2019-09-01,15.0,60.2,24.8,-9.8,45.1,89.0
2019-08-01,17.9,56.8,25.3,-7.4,46.3,87.0
2019-07-01,13.6,59.0,27.5,-13.9,43.1,88.0
2019-06-01,17.8,59.2,23.0,-5.2,47.4,88.0
2019-05-01,21.7,51.1,27.2,-5.5,47.2,88.0
2019-04-01,24.1,59.8,16.2,7.9,53.9,89.0
2019-03-01,19.0,62.8,18.2,0.8,50.4,86.0
2019-02-01,23.4,57.8,18.8,4.6,52.3,88.0
2019-01-01,20.1,60.3,19.6,0.5,50.3,88.0
2018-12-01,19.8,60.3,19.9,-0.1,50.0,89.0
2018-11-01,27.7,57.5,14.9,12.8,56.4,88.0
2018-10-01,26.9,57.8,15.3,11.6,55.8,89.0
2018-09-01,,57.9,,11.3,55.7,89.0
2018-08-01,,54.4,,15.0,57.5,87.0
2018-07-01,,61.3,,9.3,54.7,87.0
2018-06-01,,54.6,,20.2,60.1,90.0
2018-05-01,,57.5,,27.1,63.5,89.0
2018-04-01,,59.3,,24.0,62.0,88.0
2018-03-01,,55.4,,19.7,59.8,87.0
2018-02-01,,56.0,,19.6,59.8,88.0
2018-01-01,,56.8,,12.5,56.2,89.0
2017-12-01,,58.6,,9.7,54.9,89.0
2017-11-01,,61.2,,8.6,54.3,92.0
2017-10-01,24.2,59.3,16.5,7.7,53.9,88.0
2017-09-01,29.0,58.0,13.0,16.0,58.0,89.0
2017-08-01,28.0,59.0,13.0,15.0,57.5,90.0
2017-07-01,25.0,60.0,15.0,10.0,55.0,88.0
2017-06-01,29.0,56.0,15.0,14.0,57.0,91.0
2017-05-01,23.0,64.0,13.0,10.0,55.0,90.0
2017-04-01,29.0,56.0,15.0,14.0,57.0,88.0
2017-03-01,27.0,61.0,12.0,15.0,57.5,89.0
2017-02-01,26.0,62.0,12.0,14.0,57.0,88.0
2017-01-01,21.0,57.0,22.0,-1.0,49.5,89.0
2016-12-01,21.0,56.0,23.0,-2.0,49.0,88.0
2016-11-01,21.0,56.0,23.0,-2.0,49.0,87.0
2016-10-01,16.0,59.0,25.0,-9.0,45.5,88.0
2016-09-01,19.0,61.0,20.0,-1.0,49.5,87.0
2016-08-01,18.0,55.0,27.0,-9.0,45.5,88.0
2016-07-01,16.0,64.0,20.0,-4.0,48.0,86.0
2016-06-01,24.0,57.0,19.0,5.0,52.5,89.0
2016-05-01,17.0,60.0,23.0,-6.0,47.0,85.0
2016-04-01,24.0,53.0,23.0,1.0,50.5,87.0
2016-03-01,21.0,60.0,19.0,2.0,51.0,89.0
2016-02-01,19.0,59.0,22.0,-3.0,48.5,86.0
2016-01-01,17.0,52.0,31.0,-14.0,43.0,88.0
2015-12-01,12.0,58.0,30.0,-18.0,41.0,88.0
2015-11-01,15.0,56.0,29.0,-14.0,43.0,89.0
2015-10-01,13.0,59.0,28.0,-15.0,42.5,88.0
2015-09-01,13.0,57.0,30.0,-17.0,41.5,88.0
2015-08-01,17.0,59.0,24.0,-7.0,46.5,86.0
2015-07-01,13.0,59.0,28.0,-15.0,42.5,87.0
2015-06-01,21.0,52.0,27.0,-6.0,47.0,89.0
2015-05-01,26.0,55.0,19.0,7.0,53.5,88.0
2015-04-01,25.0,49.0,26.0,-1.0,49.5,85.0
2015-03-01,18.0,63.0,19.0,-1.0,49.5,84.0
2015-02-01,23.0,57.0,20.0,3.0,51.5,86.0
2015-01-01,18.0,56.0,26.0,-8.0,46.0,87.0
2014-12-01,25.0,55.0,20.0,5.0,52.5,87.0
2014-11-01,27.0,56.0,17.0,10.0,55.0,87.0
2014-10-01,24.0,58.0,18.0,6.0,53.0,88.0
2014-09-01,18.0,58.0,24.0,-6.0,47.0,85.0
2014-08-01,25.0,55.0,20.0,5.0,52.5,87.0
2014-07-01,21.0,57.0,22.0,-1.0,49.5,86.0
2014-06-01,18.0,60.0,22.0,-4.0,48.0,83.0
2014-05-01,21.0,63.0,16.0,5.0,52.5,85.0
2014-04-01,26.0,59.0,15.0,11.0,55.5,88.0
2014-03-01,28.0,59.0,13.0,15.0,57.5,86.0
2014-02-01,22.0,60.0,18.0,4.0,52.0,85.0
2014-01-01,19.0,58.0,23.0,-4.0,48.0,83.0
2013-12-01,23.0,57.0,20.0,3.0,51.5,87.0
2013-11-01,24.0,60.0,16.0,8.0,54.0,85.0
2013-10-01,24.0,55.0,21.0,3.0,51.5,86.0
2013-09-01,19.0,61.0,20.0,-1.0,49.5,86.0
2013-08-01,16.0,61.0,23.0,-7.0,46.5,85.0
2013-07-01,15.0,60.0,25.0,-10.0,45.0,86.0
2013-06-01,17.0,59.0,24.0,-7.0,46.5,84.0
2013-05-01,23.0,50.0,27.0,-4.0,48.0,82.0
2013-04-01,25.0,56.0,19.0,6.0,53.0,85.0
2013-03-01,22.0,58.0,20.0,2.0,51.0,85.0
2013-02-01,26.0,58.0,16.0,10.0,55.0,83.0
2013-01-01,20.0,55.0,25.0,-5.0,47.5,85.0
2012-12-01,22.0,53.0,25.0,-3.0,48.5,86.0
2012-11-01,14.0,54.0,32.0,-18.0,41.0,86.0
2012-10-01,14.0,55.0,31.0,-17.0,41.5,86.0
2012-09-01,14.0,60.0,26.0,-12.0,44.0,83.0
2012-08-01,16.0,53.0,31.0,-15.0,42.5,84.0
2012-07-01,13.0,60.0,27.0,-14.0,43.0,84.0
2012-06-01,16.0,57.0,27.0,-11.0,44.5,86.0
2012-05-01,16.0,62.0,22.0,-6.0,47.0,84.0
2012-04-01,22.0,55.0,23.0,-1.0,49.5,81.0
2012-03-01,26.0,53.0,21.0,5.0,52.5,84.0
2012-02-01,25.0,54.0,21.0,4.0,52.0,84.0
2012-01-01,23.0,59.0,18.0,5.0,52.5,80.0
2011-12-01,20.0,56.0,24.0,-4.0,48.0,87.0
2011-11-01,15.0,60.0,25.0,-10.0,45.0,86.0
2011-10-01,19.0,57.0,24.0,-5.0,47.5,82.0
2011-09-01,15.0,53.0,32.0,-17.0,41.5,86.0
2011-08-01,15.0,62.0,23.0,-8.0,46.0,86.0
2011-07-01,16.0,58.0,26.0,-10.0,45.0,81.0
2011-06-01,24.0,50.0,26.0,-2.0,49.0,84.0
2011-05-01,21.0,59.0,20.0,1.0,50.5,85.0
2011-04-01,34.0,54.0,12.0,22.0,61.0,88.0
2011-03-01,26.0,53.0,21.0,5.0,52.5,85.0
2011-02-01,31.0,56.0,13.0,18.0,59.0,82.0
2011-01-01,34.0,48.0,18.0,16.0,58.0,83.0
2010-12-01,21.0,52.0,27.0,-6.0,47.0,84.0
2010-11-01,18.0,56.0,26.0,-8.0,46.0,89.0
2010-10-01,23.0,46.0,31.0,-8.0,46.0,89.0
2010-09-01,19.0,55.0,26.0,-7.0,46.5,86.0
2010-08-01,25.0,53.0,22.0,3.0,51.5,84.0
2010-07-01,28.0,53.0,19.0,9.0,54.5,86.0
2010-06-01,31.0,52.0,17.0,14.0,57.0,85.0
2010-05-01,30.0,59.0,11.0,19.0,59.5,85.0
2010-04-01,31.0,53.0,16.0,15.0,57.5,82.0
2010-03-01,30.0,56.0,14.0,16.0,58.0,84.0
2010-02-01,33.0,56.0,11.0,22.0,61.0,86.0
2010-01-01,26.0,60.0,14.0,12.0,56.0,84.0
2009-12-01,24.0,52.0,24.0,0.0,50.0,86.0
2009-11-01,23.0,58.0,19.0,4.0,52.0,85.0
2009-10-01,27.0,53.0,20.0,7.0,53.5,81.0
2009-09-01,25.0,57.0,18.0,7.0,53.5,82.0
2009-08-01,28.0,49.0,23.0,5.0,52.5,85.0
2009-07-01,21.0,58.0,21.0,0.0,50.0,86.0
2009-06-01,21.0,53.0,26.0,-5.0,47.5,84.0
2009-05-01,19.0,58.0,23.0,-4.0,48.0,85.0
2009-04-01,13.0,55.0,32.0,-19.0,40.5,86.0
2009-03-01,11.0,49.0,40.0,-29.0,35.5,83.0
2009-02-01,8.0,46.0,46.0,-38.0,31.0,86.0
2009-01-01,6.0,47.0,47.0,-41.0,29.5,84.0
2008-12-01,5.0,36.0,59.0,-54.0,23.0,86.0
2008-11-01,6.0,42.0,52.0,-46.0,27.0,89.0
2008-10-01,9.0,41.0,50.0,-41.0,29.5,87.0
2008-09-01,10.0,50.0,40.0,-30.0,35.0,83.0
2008-08-01,15.0,57.0,28.0,-13.0,43.5,87.0
2008-07-01,15.0,56.0,29.0,-14.0,43.0,85.0
2008-06-01,19.0,57.0,24.0,-5.0,47.5,86.0
2008-05-01,18.0,56.0,26.0,-8.0,46.0,87.0
2008-04-01,23.0,57.0,20.0,3.0,51.5,85.0
2008-03-01,18.0,59.0,23.0,-5.0,47.5,85.0
2008-02-01,22.0,46.0,32.0,-10.0,45.0,87.0
2008-01-01,19.0,50.0,31.0,-12.0,44.0,85.0
2007-12-01,14.0,58.0,28.0,-14.0,43.0,85.0
2007-11-01,13.0,57.0,30.0,-17.0,41.5,88.0
2007-10-01,16.0,60.0,24.0,-8.0,46.0,83.0
2007-09-01,24.0,54.0,22.0,2.0,51.0,84.0
2007-08-01,19.0,63.0,18.0,1.0,50.5,84.0
2007-07-01,23.0,58.0,19.0,4.0,52.0,86.0
2007-06-01,23.0,61.0,16.0,7.0,53.5,86.0
2007-05-01,22.0,61.0,17.0,5.0,52.5,87.0
2007-04-01,26.0,57.0,17.0,9.0,54.5,85.0
2007-03-01,20.0,54.0,26.0,-6.0,47.0,89.0
2007-02-01,26.0,51.0,23.0,3.0,51.5,85.0
2007-01-01,17.0,53.0,30.0,-13.0,43.5,87.0
2006-12-01,21.0,48.0,31.0,-10.0,45.0,86.0
2006-11-01,17.0,59.0,24.0,-7.0,46.5,86.0
2006-10-01,14.0,61.0,25.0,-11.0,44.5,85.0
2006-09-01,14.0,65.0,21.0,-7.0,46.5,83.0
2006-08-01,19.0,65.0,16.0,3.0,51.5,83.0
2006-07-01,19.0,63.0,18.0,1.0,50.5,88.0
2006-06-01,28.0,52.0,20.0,8.0,54.0,84.0
2006-05-01,23.0,60.0,17.0,6.0,53.0,84.0
2006-04-01,28.0,58.0,14.0,14.0,57.0,86.0
2006-03-01,34.0,51.0,15.0,19.0,59.5,85.0
2006-02-01,29.0,51.0,20.0,9.0,54.5,88.0
2006-01-01,23.0,61.0,16.0,7.0,53.5,85.0
2005-12-01,22.0,55.0,23.0,1.0,49.5,86.0
2005-11-01,24.0,58.0,18.0,6.0,53.0,83.0
2005-10-01,29.0,53.0,18.0,11.0,55.5,85.0
2005-09-01,28.0,54.0,18.0,10.0,55.0,85.0
2005-08-01,23.0,55.0,22.0,1.0,50.5,87.0
2005-07-01,21.0,56.0,23.0,2.0,49.0,86.0
2005-06-01,22.0,58.0,20.0,2.0,51.0,87.0
2005-05-01,25.0,52.0,23.0,2.0,51.0,86.0
2005-04-01,25.0,56.0,19.0,6.0,53.0,87.0
2005-03-01,29.0,54.0,17.0,12.0,56.0,86.0
2005-02-01,21.0,59.0,20.0,1.0,50.5,84.0
2005-01-01,26.0,49.0,25.0,1.0,50.5,84.0
2004-12-01,28.0,52.0,20.0,8.0,54.0,86.0
2004-11-01,18.0,59.0,23.0,-5.0,47.5,87.0
2004-10-01,20.0,58.0,22.0,-2.0,49.0,87.0
2004-09-01,28.0,54.0,18.0,10.0,55.0,89.0
2004-08-01,29.0,52.0,19.0,10.0,55.0,89.0
2004-07-01,32.0,52.0,16.0,16.0,58.0,87.0
2004-06-01,31.0,55.0,14.0,17.0,58.5,88.0
2004-05-01,42.0,42.0,16.0,26.0,63.0,87.0
2004-04-01,43.0,47.0,10.0,33.0,66.5,88.0
2004-03-01,38.0,51.0,11.0,27.0,63.5,87.0
2004-02-01,35.0,54.0,11.0,24.0,62.0,85.0
2004-01-01,34.0,53.0,13.0,21.0,60.5,90.0
2003-12-01,34.0,54.0,12.0,22.0,61.0,88.0
2003-11-01,33.0,52.0,15.0,18.0,59.0,86.0
2003-10-01,27.0,53.0,20.0,7.0,53.5,87.0
2003-09-01,23.0,59.0,18.0,5.0,52.5,89.0
2003-08-01,22.0,59.0,19.0,3.0,51.5,87.0
2003-07-01,22.0,58.0,20.0,2.0,51.0,89.0
2003-06-01,18.0,64.0,18.0,0.0,50.0,84.0
2003-05-01,21.0,60.0,19.0,2.0,51.0,86.0
2003-04-01,17.0,61.0,22.0,-5.0,47.5,87.0
2003-03-01,15.0,53.0,32.0,-17.0,41.5,87.0
2003-02-01,22.0,54.0,24.0,-2.0,49.0,88.0
2003-01-01,19.0,52.0,29.0,-10.0,45.0,88.0
2002-12-01,18.0,57.0,25.0,-7.0,46.5,88.0
2002-11-01,12.0,61.0,27.0,-15.0,42.5,87.0
2002-10-01,15.0,57.0,28.0,-13.0,43.5,88.0
2002-09-01,16.0,57.0,27.0,-11.0,44.5,88.0
2002-08-01,17.0,56.0,27.0,-10.0,45.0,86.0
2002-07-01,14.0,63.0,23.0,-9.0,45.5,88.0
2002-06-01,26.0,55.0,19.0,7.0,53.5,89.0
2002-05-01,29.0,55.0,16.0,13.0,56.5,89.0
2002-04-01,27.0,58.0,15.0,12.0,56.0,87.0
2002-03-01,35.0,55.0,10.0,25.0,62.5,87.0
2002-02-01,23.0,60.0,17.0,6.0,53.0,88.0
2002-01-01,16.0,57.0,27.0,-11.0,44.5,89.0
2001-12-01,13.0,53.0,34.0,-21.0,39.5,88.0
2001-11-01,14.0,49.0,37.0,-23.0,38.5,89.0
2001-10-01,12.0,48.0,40.0,-28.0,36.0,87.0
2001-09-01,15.0,56.0,29.0,-14.0,43.0,87.0
2001-08-01,16.0,57.0,27.0,-11.0,44.5,90.0
2001-07-01,15.0,55.0,30.0,-15.0,42.5,89.0
2001-06-01,15.0,54.0,31.0,-16.0,42.0,90.0
2001-05-01,14.0,52.0,34.0,-20.0,40.0,90.0
2001-04-01,16.0,55.0,29.0,-13.0,43.5,90.0
2001-03-01,20.0,47.0,33.0,-13.0,43.5,88.0
2001-02-01,13.0,48.0,39.0,-26.0,37.0,90.0
2001-01-01,11.0,43.0,46.0,-35.0,32.5,89.0
2000-12-01,9.0,54.0,37.0,-28.0,36.0,91.0
2000-11-01,16.0,52.0,32.0,-16.0,42.0,88.0
2000-10-01,14.0,54.0,32.0,-18.0,41.0,88.0
2000-09-01,22.0,50.0,28.0,-6.0,47.0,90.0
2000-08-01,23.0,52.0,25.0,-2.0,49.0,88.0
2000-07-01,17.0,56.0,27.0,-10.0,45.0,90.0
2000-06-01,23.0,51.0,26.0,-3.0,48.5,90.0
2000-05-01,19.0,60.0,21.0,-2.0,49.0,88.0
2000-04-01,23.0,56.0,21.0,2.0,51.0,89.0
2000-03-01,21.0,60.0,19.0,2.0,51.0,89.0
2000-02-01,24.0,60.0,16.0,8.0,54.0,88.0
2000-01-01,20.0,64.0,16.0,4.0,52.0,88.0
1999-12-01,20.0,60.0,20.0,0.0,50.0,90.0
1999-11-01,31.0,55.0,14.0,17.0,58.5,88.0
1999-10-01,22.0,64.0,14.0,8.0,54.0,88.0
1999-09-01,27.0,55.0,18.0,9.0,54.5,90.0
1999-08-01,22.0,61.0,17.0,5.0,52.5,90.0
1999-07-01,20.0,61.0,19.0,1.0,50.5,89.0
1999-06-01,25.0,59.0,16.0,9.0,54.5,90.0
1999-05-01,27.0,57.0,16.0,11.0,55.5,89.0
1999-04-01,24.0,58.0,18.0,6.0,53.0,88.0
1999-03-01,23.0,58.0,19.0,4.0,52.0,89.0
1999-02-01,21.0,55.0,24.0,-3.0,48.5,90.0
1999-01-01,13.0,50.0,37.0,-24.0,38.0,89.0
1998-12-01,11.0,52.0,37.0,-26.0,37.0,90.0
1998-11-01,13.0,55.0,32.0,-19.0,40.5,90.0
1998-10-01,19.0,53.0,28.0,-9.0,45.5,89.0
1998-09-01,19.0,54.0,27.0,-8.0,46.0,90.0
1998-08-01,22.0,53.0,25.0,-3.0,48.5,93.0
1998-07-01,18.0,53.0,29.0,-11.0,44.5,88.0
1998-06-01,20.0,57.0,23.0,-3.0,48.5,92.0
1998-05-01,19.0,59.0,22.0,-3.0,48.5,92.0
1998-04-01,24.0,57.0,19.0,5.0,52.5,92.0
1998-03-01,22.0,59.0,19.0,3.0,51.5,90.0
1998-02-01,21.0,54.0,25.0,-4.0,48.0,90.0
1998-01-01,17.0,60.0,23.0,-6.0,47.0,92.0
1997-12-01,23.0,58.0,19.0,4.0,52.0,90.0
1997-11-01,21.0,58.0,21.0,0.0,50.0,93.0
1997-10-01,30.0,53.0,17.0,13.0,56.5,90.0
1997-09-01,23.0,54.0,23.0,0.0,50.0,91.0
1997-08-01,34.0,52.0,16.0,20.0,60.0,91.0
1997-07-01,29.0,55.0,16.0,13.0,56.5,92.0
1997-06-01,26.0,55.0,19.0,7.0,53.5,92.0
1997-05-01,30.0,56.0,14.0,16.0,58.0,93.0
1997-04-01,25.0,58.0,17.0,8.0,54.0,92.0
1997-03-01,25.0,53.0,22.0,3.0,51.5,91.0
1997-02-01,18.0,61.0,21.0,-3.0,48.5,93.0
1997-01-01,19.0,53.0,28.0,-9.0,45.5,91.0
1996-12-01,21.0,60.0,19.0,2.0,51.0,91.0
1996-11-01,23.0,52.0,25.0,-2.0,49.0,91.0
1996-10-01,16.0,57.0,27.0,-11.0,44.5,89.0
1996-09-01,18.0,63.0,19.0,-1.0,49.5,90.0
1996-08-01,18.0,58.0,24.0,-6.0,47.0,87.0
1996-07-01,17.0,61.0,22.0,-5.0,47.5,89.0
1996-06-01,23.0,56.0,21.0,2.0,51.0,88.0
1996-05-01,22.0,53.0,25.0,-3.0,48.5,90.0
1996-04-01,16.0,56.0,28.0,-12.0,44.0,87.0
1996-03-01,14.0,52.0,34.0,-20.0,40.0,89.0
1996-02-01,16.0,55.0,29.0,-13.0,43.5,88.0
1996-01-01,17.0,49.0,34.0,-17.0,41.5,90.0
1995-12-01,19.0,46.0,35.0,-16.0,42.0,88.0
1995-11-01,18.0,47.0,35.0,-17.0,41.5,86.0
1995-10-01,13.0,55.0,32.0,-19.0,40.5,87.0
1995-09-01,17.0,53.0,30.0,-13.0,43.5,87.0
1995-08-01,14.0,53.0,33.0,-19.0,40.5,89.0
1995-07-01,16.0,51.0,33.0,-17.0,41.5,90.0
1995-06-01,10.0,52.0,38.0,-28.0,36.0,88.0
1995-05-01,16.0,52.0,32.0,-16.0,42.0,89.0
1995-04-01,18.0,59.0,23.0,-5.0,47.5,88.0
1995-03-01,22.0,58.0,20.0,2.0,51.0,87.0
1995-02-01,24.0,62.0,14.0,10.0,55.0,89.0
1995-01-01,27.0,54.0,19.0,8.0,54.0,88.0
1994-12-01,27.0,53.0,20.0,7.0,53.5,88.0
1994-11-01,31.0,54.0,15.0,16.0,58.0,85.0
1994-10-01,34.0,53.0,13.0,21.0,60.5,89.0
1994-09-01,32.0,57.0,11.0,21.0,60.5,91.0
1994-08-01,33.0,55.0,12.0,21.0,60.5,88.0
1994-07-01,33.0,53.0,14.0,19.0,59.5,86.0
1994-06-01,34.0,52.0,14.0,20.0,60.0,87.0
1994-05-01,36.0,51.0,13.0,23.0,61.5,89.0
1994-04-01,37.0,49.0,14.0,23.0,61.5,88.0
1994-03-01,29.0,55.0,16.0,13.0,56.5,89.0
1994-02-01,31.0,51.0,18.0,13.0,56.5,88.0
1994-01-01,31.0,54.0,15.0,16.0,58.0,90.0
1993-12-01,27.0,55.0,18.0,9.0,54.5,90.0
1993-11-01,26.0,61.0,13.0,13.0,56.5,91.0
1993-10-01,25.0,61.0,14.0,11.0,55.5,91.0
1993-09-01,19.0,60.0,21.0,-2.0,49.0,89.0
1993-08-01,22.0,58.0,20.0,2.0,51.0,91.0
1993-07-01,18.0,54.0,28.0,-10.0,45.0,91.0
1993-06-01,21.0,62.0,17.0,4.0,52.0,89.0
1993-05-01,23.0,57.0,20.0,3.0,51.5,91.0
1993-04-01,23.0,56.0,21.0,2.0,51.0,91.0
1993-03-01,26.0,57.0,17.0,9.0,54.5,89.0
1993-02-01,28.0,56.0,16.0,12.0,56.0,91.0
1993-01-01,27.0,59.0,14.0,13.0,56.5,88.0
