Date,% Higher,% Same,% Lower,Net,Index,% Reporting
2019-02-01,20.0,58.9,21.1,-1.1,49.4,
2019-01-01,20.6,57.6,21.5,-0.9,49.6,
2018-12-01,26.8,56.1,17.1,9.7,54.9,
2018-11-01,32.0,57.3,10.7,21.3,60.7,
2018-10-01,51.1,41.0,7.9,43.2,71.6,
2018-09-01,42.3,49.1,8.6,33.7,66.9,
2018-08-01,51.1,42.0,6.8,44.3,72.1,
2018-07-01,54.6,37.3,8.1,46.5,73.2,
2018-06-01,56.9,39.9,3.3,53.6,76.8,
2018-05-01,62.2,34.7,3.1,59.1,79.5,
2018-04-01,61.2,36.2,2.6,58.6,79.3,
2018-03-01,57.1,42.1,0.8,56.2,78.1,
2018-02-01,51.0,46.4,2.7,48.3,74.2,
2018-01-01,46.6,52.1,1.3,45.3,72.7,
2017-12-01,40.4,55.8,3.9,36.5,68.3,
2017-11-01,35.3,58.9,5.8,29.5,64.8,
2017-10-01,42.9,50.4,6.7,36.1,68.1,
2017-09-01,45.0,53.0,2.0,43.0,71.5,
2017-08-01,30.0,64.0,6.0,24.0,62.0,
2017-07-01,33.0,58.0,9.0,24.0,62.0,
2017-06-01,27.0,56.0,17.0,10.0,55.0,
2017-05-01,30.0,61.0,9.0,21.0,60.5,
2017-04-01,44.0,49.0,7.0,37.0,68.5,98.0
2017-03-01,47.0,47.0,6.0,41.0,70.5,
2017-02-01,41.0,54.0,5.0,36.0,68.0,
2017-01-01,44.0,50.0,6.0,38.0,69.0,
2016-12-01,38.0,55.0,7.0,31.0,65.5,
2016-11-01,21.0,67.0,12.0,9.0,54.5,
2016-10-01,25.0,59.0,16.0,9.0,54.5,
2016-09-01,20.0,66.0,14.0,6.0,53.0,
2016-08-01,19.0,68.0,13.0,6.0,53.0,
2016-07-01,22.0,66.0,12.0,10.0,55.0,
2016-06-01,27.0,67.0,6.0,21.0,60.5,
2016-05-01,34.0,59.0,7.0,27.0,63.5,
2016-04-01,28.0,62.0,10.0,18.0,59.0,
2016-03-01,16.0,71.0,13.0,3.0,51.5,
2016-02-01,9.0,59.0,32.0,-23.0,38.5,
2016-01-01,5.0,57.0,38.0,-33.0,33.5,
2015-12-01,4.0,59.0,37.0,-33.0,33.5,
2015-11-01,1.0,69.0,30.0,-29.0,35.5,
2015-10-01,9.0,60.0,31.0,-22.0,39.0,
2015-09-01,6.0,64.0,30.0,-24.0,38.0,
2015-08-01,6.0,66.0,28.0,-22.0,39.0,
2015-07-01,9.0,70.0,21.0,-12.0,44.0,
2015-06-01,14.0,71.0,15.0,-1.0,49.5,
2015-05-01,15.0,69.0,16.0,-1.0,49.5,
2015-04-01,7.0,67.0,26.0,-19.0,40.5,
2015-03-01,10.0,58.0,32.0,-22.0,39.0,
2015-02-01,8.0,54.0,38.0,-30.0,35.0,
2015-01-01,11.0,48.0,41.0,-30.0,35.0,
2014-12-01,12.0,53.0,35.0,-23.0,38.5,
2014-11-01,14.0,61.0,25.0,-11.0,44.5,
2014-10-01,21.0,65.0,14.0,7.0,53.5,
2014-09-01,28.0,63.0,9.0,19.0,59.5,
2014-08-01,24.0,68.0,8.0,16.0,58.0,
2014-07-01,26.0,67.0,7.0,19.0,59.5,
2014-06-01,23.0,70.0,7.0,16.0,58.0,
2014-05-01,31.0,58.0,11.0,20.0,60.0,
2014-04-01,25.0,63.0,12.0,13.0,56.5,
2014-03-01,28.0,62.0,10.0,18.0,59.0,
2014-02-01,27.0,66.0,7.0,20.0,60.0,
2014-01-01,28.0,65.0,7.0,21.0,60.5,
2013-12-01,20.0,67.0,13.0,7.0,53.5,
2013-11-01,18.0,69.0,13.0,5.0,52.5,
2013-10-01,22.0,67.0,11.0,11.0,55.5,
2013-09-01,22.0,69.0,9.0,13.0,56.5,
2013-08-01,21.0,66.0,13.0,8.0,54.0,
2013-07-01,20.0,58.0,22.0,-2.0,49.0,
2013-06-01,20.0,65.0,15.0,5.0,52.5,
2013-05-01,19.0,61.0,20.0,-1.0,49.5,
2013-04-01,15.0,70.0,15.0,0.0,50.0,
2013-03-01,21.0,67.0,12.0,9.0,54.5,
2013-02-01,31.0,61.0,8.0,23.0,61.5,
2013-01-01,23.0,67.0,10.0,13.0,56.5,
2012-12-01,18.0,75.0,7.0,11.0,55.5,
2012-11-01,18.0,69.0,13.0,5.0,52.5,
2012-10-01,23.0,64.0,13.0,10.0,55.0,
2012-09-01,27.0,62.0,11.0,16.0,58.0,
2012-08-01,23.0,62.0,15.0,8.0,54.0,
2012-07-01,11.0,57.0,32.0,-21.0,39.5,
2012-06-01,7.0,60.0,33.0,-26.0,37.0,
2012-05-01,14.0,67.0,19.0,-5.0,47.5,
2012-04-01,33.0,56.0,11.0,22.0,61.0,
2012-03-01,36.0,50.0,14.0,22.0,61.0,
2012-02-01,31.0,61.0,8.0,23.0,61.5,
2012-01-01,30.0,51.0,19.0,11.0,55.5,
2011-12-01,21.0,53.0,26.0,-5.0,47.5,
2011-11-01,19.0,52.0,29.0,-10.0,45.0,
2011-10-01,14.0,54.0,32.0,-18.0,41.0,
2011-09-01,26.0,60.0,14.0,12.0,56.0,
2011-08-01,29.0,53.0,18.0,11.0,55.5,
2011-07-01,35.0,48.0,17.0,18.0,59.0,
2011-06-01,48.0,40.0,12.0,36.0,68.0,
2011-05-01,58.0,37.0,5.0,53.0,76.5,
2011-04-01,72.0,27.0,1.0,71.0,85.5,
2011-03-01,72.0,26.0,2.0,70.0,85.0,
2011-02-01,66.0,32.0,2.0,64.0,82.0,
2011-01-01,64.0,35.0,1.0,63.0,81.5,
2010-12-01,48.0,49.0,3.0,45.0,72.5,
2010-11-01,48.0,43.0,9.0,39.0,69.5,
2010-10-01,49.0,44.0,7.0,42.0,71.0,
2010-09-01,45.0,51.0,4.0,41.0,70.5,
2010-08-01,35.0,53.0,12.0,23.0,61.5,
2010-07-01,33.0,49.0,18.0,15.0,57.5,
2010-06-01,32.0,50.0,18.0,14.0,57.0,
2010-05-01,60.0,35.0,5.0,55.0,77.5,
2010-04-01,60.0,36.0,4.0,56.0,78.0,
2010-03-01,53.0,44.0,3.0,50.0,75.0,
2010-02-01,39.0,56.0,5.0,34.0,67.0,
2010-01-01,44.0,52.0,4.0,40.0,70.0,
2009-12-01,32.0,59.0,9.0,23.0,61.5,
2009-11-01,20.0,70.0,10.0,10.0,55.0,
2009-10-01,37.0,56.0,7.0,30.0,65.0,
2009-09-01,36.0,55.0,9.0,27.0,63.5,
2009-08-01,38.0,54.0,8.0,30.0,65.0,
2009-07-01,28.0,54.0,18.0,10.0,55.0,
2009-06-01,22.0,56.0,22.0,0.0,50.0,
2009-05-01,10.0,67.0,23.0,-13.0,43.5,
2009-04-01,7.0,50.0,43.0,-36.0,32.0,
2009-03-01,7.0,48.0,45.0,-38.0,31.0,
2009-02-01,7.0,44.0,49.0,-42.0,29.0,
2009-01-01,12.0,34.0,54.0,-42.0,29.0,
2008-12-01,2.0,32.0,66.0,-64.0,18.0,
2008-11-01,8.0,35.0,57.0,-49.0,25.5,
2008-10-01,14.0,46.0,40.0,-26.0,37.0,
2008-09-01,30.0,47.0,23.0,7.0,53.5,
2008-08-01,60.0,34.0,6.0,54.0,77.0,
2008-07-01,80.0,17.0,3.0,77.0,88.5,
2008-06-01,84.0,15.0,1.0,83.0,91.5,
2008-05-01,78.0,18.0,4.0,74.0,87.0,
2008-04-01,71.0,27.0,2.0,69.0,84.5,
2008-03-01,69.0,29.0,2.0,67.0,83.5,
2008-02-01,55.0,41.0,4.0,51.0,75.5,
2008-01-01,55.0,42.0,3.0,52.0,76.0,
2007-12-01,43.0,50.0,7.0,36.0,68.0,
2007-11-01,42.0,51.0,7.0,35.0,67.5,
2007-10-01,33.0,60.0,7.0,26.0,63.0,
2007-09-01,30.0,58.0,12.0,18.0,59.0,
2007-08-01,33.0,60.0,7.0,26.0,63.0,
2007-07-01,38.0,54.0,8.0,30.0,65.0,
2007-06-01,42.0,52.0,6.0,36.0,68.0,
2007-05-01,45.0,52.0,3.0,42.0,71.0,
2007-04-01,50.0,46.0,4.0,46.0,73.0,
2007-03-01,36.0,59.0,5.0,31.0,65.5,
2007-02-01,32.0,54.0,14.0,18.0,59.0,
2007-01-01,24.0,58.0,18.0,6.0,53.0,
2006-12-01,19.0,57.0,24.0,-5.0,47.5,
2006-11-01,23.0,61.0,16.0,7.0,53.5,
2006-10-01,18.0,58.0,24.0,-6.0,47.0,
2006-09-01,36.0,50.0,14.0,22.0,61.0,
2006-08-01,50.0,46.0,4.0,46.0,73.0,
2006-07-01,59.0,39.0,2.0,57.0,78.5,
2006-06-01,57.0,39.0,4.0,53.0,76.5,
2006-05-01,56.0,42.0,2.0,54.0,77.0,
2006-04-01,53.0,37.0,10.0,43.0,71.5,
2006-03-01,42.0,49.0,9.0,33.0,66.5,
2006-02-01,36.0,53.0,11.0,25.0,62.5,
2006-01-01,38.0,54.0,8.0,30.0,65.0,
2005-12-01,37.0,52.0,11.0,26.0,63.0,
2005-11-01,53.0,42.0,5.0,48.0,74.0,
2005-10-01,70.0,28.0,2.0,68.0,84.0,
2005-09-01,60.0,36.0,4.0,56.0,78.0,
2005-08-01,36.0,53.0,11.0,25.0,62.5,
2005-07-01,24.0,49.0,27.0,-3.0,48.5,
2005-06-01,22.0,57.0,21.0,1.0,50.5,
2005-05-01,32.0,52.0,16.0,16.0,58.0,
2005-04-01,52.0,38.0,10.0,42.0,71.0,
2005-03-01,51.0,44.0,5.0,46.0,73.0,
2005-02-01,38.0,55.0,7.0,31.0,65.5,
2005-01-01,45.0,48.0,7.0,38.0,69.0,
2004-12-01,52.0,40.0,8.0,44.0,72.0,
2004-11-01,55.0,38.0,7.0,48.0,74.0,
2004-10-01,61.0,35.0,4.0,57.0,78.5,
2004-09-01,55.0,42.0,3.0,52.0,76.0,
2004-08-01,67.0,29.0,4.0,63.0,81.5,
2004-07-01,58.0,38.0,4.0,54.0,77.0,
2004-06-01,66.0,30.0,4.0,62.0,81.0,
2004-05-01,74.0,24.0,2.0,72.0,86.0,
2004-04-01,77.0,22.0,1.0,76.0,88.0,
2004-03-01,73.0,26.0,1.0,72.0,86.0,
2004-02-01,65.0,33.0,2.0,63.0,81.5,
2004-01-01,54.0,43.0,3.0,51.0,75.5,
2003-12-01,37.0,58.0,5.0,32.0,66.0,
2003-11-01,33.0,62.0,5.0,28.0,64.0,
2003-10-01,26.0,65.0,9.0,17.0,58.5,
2003-09-01,21.0,70.0,9.0,12.0,56.0,
2003-08-01,19.0,68.0,13.0,6.0,53.0,
2003-07-01,21.0,64.0,15.0,6.0,53.0,
2003-06-01,26.0,61.0,13.0,13.0,56.5,
2003-05-01,21.0,61.0,18.0,3.0,51.5,
2003-04-01,37.0,53.0,10.0,27.0,63.5,
2003-03-01,47.0,46.0,7.0,40.0,70.0,
2003-02-01,40.0,51.0,9.0,31.0,65.5,
2003-01-01,27.0,61.0,12.0,15.0,57.5,
2002-12-01,22.0,66.0,12.0,10.0,56.9,
2002-11-01,18.0,70.0,12.0,6.0,55.7,
2002-10-01,27.0,65.0,8.0,19.0,58.3,
2002-09-01,32.0,66.0,2.0,30.0,62.5,
2002-08-01,34.0,58.0,8.0,26.0,61.5,
2002-07-01,41.0,53.0,6.0,35.0,68.3,
2002-06-01,40.0,53.0,7.0,33.0,65.5,
2002-05-01,38.0,54.0,8.0,30.0,63.0,
2002-04-01,36.0,53.0,11.0,25.0,60.3,
2002-03-01,18.0,66.0,16.0,2.0,51.9,
2002-02-01,9.0,65.0,26.0,-17.0,41.5,
2002-01-01,7.0,69.0,24.0,-17.0,43.9,
2001-12-01,3.0,58.0,39.0,-36.0,33.2,
2001-11-01,3.0,55.0,42.0,-39.0,32.0,
2001-10-01,6.0,56.0,38.0,-32.0,33.3,
2001-09-01,6.0,64.0,30.0,-24.0,36.6,
2001-08-01,6.0,60.0,34.0,-28.0,35.0,
2001-07-01,7.0,65.0,28.0,-21.0,39.9,
2001-06-01,13.0,61.0,26.0,-13.0,42.8,
2001-05-01,14.0,65.0,21.0,-7.0,45.1,
2001-04-01,18.0,63.0,19.0,-1.0,48.0,
2001-03-01,21.0,56.0,23.0,-2.0,49.9,
2001-02-01,27.0,57.0,16.0,11.0,55.6,
2001-01-01,34.0,54.0,12.0,22.0,64.6,
2000-12-01,27.0,61.0,12.0,15.0,59.8,
2000-11-01,23.0,65.0,12.0,11.0,58.1,
2000-10-01,29.0,60.0,11.0,18.0,57.7,
2000-09-01,29.0,63.0,8.0,21.0,58.4,
2000-08-01,27.0,66.0,7.0,20.0,58.1,
2000-07-01,33.0,60.0,7.0,26.0,63.4,
2000-06-01,34.0,60.0,6.0,28.0,62.9,
2000-05-01,38.0,59.0,3.0,35.0,65.7,
2000-04-01,51.0,44.0,5.0,46.0,71.2,
2000-03-01,58.0,38.0,4.0,54.0,78.7,
2000-02-01,47.0,49.0,4.0,43.0,71.6,
2000-01-01,42.0,53.0,5.0,37.0,72.4,
1999-12-01,35.0,59.0,6.0,29.0,67.4,
1999-11-01,35.0,61.0,4.0,31.0,68.1,
1999-10-01,45.0,51.0,4.0,41.0,68.8,
1999-09-01,42.0,52.0,6.0,36.0,65.8,
1999-08-01,32.0,62.0,6.0,26.0,60.6,
1999-07-01,23.0,65.0,12.0,11.0,55.5,
1999-06-01,22.0,67.0,11.0,11.0,54.2,
1999-05-01,19.0,67.0,14.0,5.0,51.2,
1999-04-01,15.0,66.0,19.0,-4.0,47.4,
1999-03-01,9.0,65.0,26.0,-17.0,42.5,
1999-02-01,3.0,64.0,33.0,-30.0,35.2,
1999-01-01,4.0,56.0,40.0,-36.0,33.7,
1998-12-01,1.0,59.0,40.0,-39.0,31.9,
1998-11-01,2.0,63.0,35.0,-33.0,34.5,
1998-10-01,6.0,59.0,35.0,-29.0,34.7,
1998-09-01,6.0,58.0,36.0,-30.0,34.0,
1998-08-01,6.0,67.0,27.0,-21.0,37.8,
1998-07-01,5.0,67.0,28.0,-23.0,38.4,
1998-06-01,5.0,71.0,24.0,-19.0,39.3,
1998-05-01,5.0,74.0,21.0,-16.0,41.1,
1998-04-01,7.0,67.0,26.0,-19.0,40.5,
1998-03-01,9.0,68.0,23.0,-14.0,44.2,
1998-02-01,12.0,66.0,22.0,-10.0,45.5,
1998-01-01,12.0,66.0,22.0,-10.0,47.0,
1997-12-01,14.0,71.0,15.0,-1.0,52.2,
1997-11-01,15.0,72.0,13.0,2.0,52.1,
1997-10-01,24.0,62.0,14.0,10.0,53.6,
1997-09-01,19.0,72.0,9.0,10.0,53.0,
1997-08-01,20.0,70.0,10.0,10.0,52.1,
1997-07-01,17.0,71.0,12.0,5.0,52.0,
1997-06-01,13.0,76.0,11.0,2.0,48.9,
1997-05-01,13.0,73.0,14.0,-1.0,48.5,
1997-04-01,16.0,67.0,17.0,-1.0,50.3,
1997-03-01,15.0,69.0,16.0,-1.0,51.1,
1997-02-01,18.0,73.0,9.0,9.0,56.4,
1997-01-01,14.0,75.0,11.0,3.0,53.3,
1996-12-01,13.0,74.0,13.0,0.0,52.0,
1996-11-01,10.0,72.0,18.0,-8.0,46.3,
1996-10-01,9.0,75.0,16.0,-7.0,45.7,
1996-09-01,14.0,74.0,12.0,2.0,50.1,
1996-08-01,18.0,62.0,20.0,-2.0,46.6,
1996-07-01,13.0,63.0,24.0,-11.0,44.1,
1996-06-01,17.0,66.0,17.0,0.0,47.9,
1996-05-01,20.0,62.0,18.0,2.0,50.2,
1996-04-01,11.0,59.0,30.0,-19.0,41.5,
1996-03-01,10.0,57.0,33.0,-23.0,39.9,
1996-02-01,9.0,58.0,33.0,-24.0,38.8,
1996-01-01,17.0,45.0,38.0,-21.0,40.3,
1995-12-01,10.0,59.0,31.0,-21.0,40.3,
1995-11-01,16.0,57.0,27.0,-11.0,44.5,
1995-10-01,16.0,61.0,23.0,-7.0,46.5,
1995-09-01,14.0,70.0,16.0,-2.0,48.8,
1995-08-01,18.0,65.0,17.0,1.0,48.5,
1995-07-01,31.0,56.0,13.0,18.0,58.6,
1995-06-01,41.0,52.0,7.0,34.0,64.7,
1995-05-01,47.0,48.0,5.0,42.0,70.5,
1995-04-01,53.0,41.0,6.0,47.0,74.5,
1995-03-01,56.0,40.0,4.0,52.0,78.9,
1995-02-01,63.0,34.0,3.0,60.0,81.7,
1995-01-01,73.0,25.0,2.0,71.0,86.0,
1994-12-01,71.0,28.0,1.0,70.0,87.1,
1994-11-01,68.0,31.0,1.0,67.0,84.5,
1994-10-01,70.0,27.0,3.0,67.0,84.1,
1994-09-01,67.0,29.0,4.0,63.0,80.3,
1994-08-01,58.0,40.0,2.0,56.0,75.2,
1994-07-01,50.0,44.0,6.0,44.0,71.6,
1994-06-01,48.0,48.0,4.0,44.0,69.7,
1994-05-01,40.0,56.0,4.0,36.0,67.8,
1994-04-01,34.0,59.0,7.0,27.0,63.5,
1994-03-01,28.0,65.0,7.0,21.0,62.9,
1994-02-01,28.0,66.0,6.0,22.0,63.0,
1994-01-01,28.0,61.0,11.0,17.0,58.9,
1993-12-01,19.0,67.0,14.0,5.0,53.1,
1993-11-01,20.0,67.0,13.0,7.0,52.7,
1993-10-01,15.0,72.0,13.0,2.0,50.9,
1993-09-01,16.0,68.0,16.0,0.0,49.0,
1993-08-01,22.0,64.0,14.0,8.0,52.3,
1993-07-01,19.0,64.0,17.0,2.0,51.4,
1993-06-01,17.0,69.0,14.0,3.0,50.6,
1993-05-01,17.0,66.0,17.0,0.0,50.4,
1993-04-01,25.0,60.0,15.0,10.0,54.6,
1993-03-01,18.0,67.0,15.0,3.0,53.6,
1993-02-01,19.0,65.0,16.0,3.0,53.9,
1993-01-01,18.0,63.0,19.0,-1.0,49.8,
1992-12-01,10.0,76.0,14.0,-4.0,48.0,
1992-11-01,9.0,69.0,22.0,-13.0,42.1,
1992-10-01,11.0,72.0,17.0,-6.0,46.4,
1992-09-01,13.0,80.0,7.0,6.0,51.6,
1992-08-01,16.0,78.0,6.0,10.0,53.7,
1992-07-01,18.0,75.0,7.0,11.0,56.2,
1992-06-01,14.0,79.0,7.0,7.0,53.9,
1992-05-01,13.0,81.0,6.0,7.0,55.0,
1992-04-01,12.0,80.0,8.0,4.0,51.1,
1992-03-01,8.0,77.0,15.0,-7.0,48.1,
1992-02-01,10.0,67.0,23.0,-13.0,45.9,
1992-01-01,11.0,69.0,20.0,-9.0,45.4,
1991-12-01,11.0,76.0,13.0,-2.0,48.9,
1991-11-01,12.0,75.0,13.0,-1.0,47.6,
1991-10-01,16.0,70.0,14.0,2.0,50.0,
1991-09-01,9.0,76.0,15.0,-6.0,45.5,
1991-08-01,8.0,69.0,23.0,-15.0,41.8,
1991-07-01,5.0,66.0,29.0,-24.0,38.4,
1991-06-01,6.0,66.0,28.0,-22.0,39.6,
1991-05-01,5.0,64.0,31.0,-26.0,38.2,
1991-04-01,10.0,60.0,30.0,-20.0,38.8,
1991-03-01,8.0,64.0,28.0,-20.0,41.2,
1991-02-01,12.0,60.0,28.0,-16.0,44.5,
1991-01-01,25.0,54.0,21.0,4.0,51.6,
1990-12-01,32.0,55.0,13.0,19.0,58.9,
1990-11-01,44.0,46.0,10.0,34.0,64.2,
1990-10-01,56.0,38.0,6.0,50.0,73.4,
1990-09-01,50.0,44.0,6.0,44.0,70.2,
1990-08-01,22.0,68.0,10.0,12.0,53.1,
1990-07-01,12.0,77.0,11.0,1.0,51.4,
1990-06-01,17.0,70.0,13.0,4.0,53.2,
1990-05-01,11.0,75.0,14.0,-3.0,50.1,
1990-04-01,19.0,68.0,13.0,6.0,50.9,
1990-03-01,13.0,72.0,15.0,-2.0,50.1,
1990-02-01,13.0,59.0,28.0,-15.0,44.6,
1990-01-01,24.0,56.0,20.0,4.0,50.8,
1989-12-01,10.0,63.0,27.0,-17.0,41.0,
1989-11-01,10.0,64.0,26.0,-16.0,40.9,
1989-10-01,10.0,64.0,26.0,-16.0,41.0,
1989-09-01,10.0,65.0,25.0,-15.0,42.4,
1989-08-01,13.0,57.0,30.0,-17.0,43.3,
1989-07-01,16.0,61.0,23.0,-7.0,48.1,
1989-06-01,16.0,66.0,18.0,-2.0,50.0,
1989-05-01,25.0,65.0,10.0,15.0,59.3,
1989-04-01,43.0,52.0,5.0,38.0,65.4,
1989-03-01,41.0,54.0,5.0,36.0,67.9,
1989-02-01,38.0,57.0,5.0,33.0,67.9,
1989-01-01,51.0,46.0,3.0,48.0,70.5,
1988-12-01,39.0,58.0,3.0,36.0,69.8,
1988-11-01,40.0,58.0,2.0,38.0,70.9,
1988-10-01,45.0,51.0,4.0,41.0,71.5,
1988-09-01,47.0,49.0,4.0,43.0,72.8,
1988-08-01,55.0,40.0,5.0,50.0,78.2,
1988-07-01,63.0,35.0,2.0,61.0,81.0,
1988-06-01,66.0,32.0,2.0,64.0,80.7,
1988-05-01,64.0,35.0,1.0,63.0,81.5,
1988-04-01,70.0,29.0,1.0,69.0,81.0,
1988-03-01,55.0,42.0,3.0,52.0,74.5,
1988-02-01,64.0,35.0,1.0,63.0,81.2,
1988-01-01,65.0,34.0,1.0,64.0,78.7,
1987-12-01,61.0,37.0,2.0,59.0,80.2,
1987-11-01,57.0,42.0,1.0,56.0,79.2,
1987-10-01,57.0,42.0,1.0,56.0,78.1,
1987-09-01,54.0,44.0,2.0,52.0,77.3,
1987-08-01,52.0,45.0,3.0,49.0,77.4,
1987-07-01,50.0,48.0,2.0,48.0,74.3,
1987-06-01,48.0,50.0,2.0,46.0,72.6,
1987-05-01,38.0,59.0,3.0,35.0,67.6,
1987-04-01,39.0,59.0,2.0,37.0,65.6,
1987-03-01,32.0,62.0,6.0,26.0,62.7,
1987-02-01,28.0,69.0,3.0,25.0,62.5,
1987-01-01,32.0,62.0,6.0,26.0,61.1,
1986-12-01,18.0,77.0,5.0,13.0,57.0,
1986-11-01,17.0,78.0,5.0,12.0,57.1,
1986-10-01,20.0,73.0,7.0,13.0,56.9,
1986-09-01,19.0,75.0,6.0,13.0,57.1,
1986-08-01,9.0,81.0,10.0,-1.0,51.5,
1986-07-01,13.0,72.0,15.0,-2.0,49.3,
1986-06-01,12.0,78.0,10.0,2.0,51.3,
1986-05-01,16.0,67.0,17.0,-1.0,49.5,
1986-04-01,11.0,68.0,21.0,-10.0,42.8,
1986-03-01,17.0,66.0,17.0,0.0,49.0,
1986-02-01,13.0,73.0,14.0,-1.0,49.7,
1986-01-01,14.0,72.0,14.0,0.0,48.4,
1985-12-01,8.0,80.0,12.0,-4.0,48.7,
1985-11-01,2.0,85.0,13.0,-11.0,45.7,
1985-10-01,8.0,76.0,16.0,-8.0,46.4,
1985-09-01,7.0,74.0,19.0,-12.0,44.3,
1985-08-01,5.0,75.0,20.0,-15.0,44.0,
1985-07-01,10.0,71.0,19.0,-9.0,45.6,
1985-06-01,9.0,68.0,23.0,-14.0,42.4,
1985-05-01,11.0,76.0,13.0,-2.0,48.7,
1985-04-01,7.0,79.0,14.0,-7.0,44.1,
1985-03-01,10.0,74.0,16.0,-6.0,46.2,
1985-02-01,7.0,75.0,18.0,-11.0,44.8,
1985-01-01,13.0,66.0,21.0,-8.0,47.6,
1984-12-01,12.0,75.0,13.0,-1.0,50.7,
1984-11-01,15.0,76.0,9.0,6.0,55.0,
1984-10-01,15.0,72.0,13.0,2.0,51.7,
1984-09-01,19.0,69.0,12.0,7.0,53.4,
1984-08-01,19.0,76.0,5.0,14.0,58.7,
1984-07-01,31.0,61.0,8.0,23.0,61.3,
1984-06-01,31.0,64.0,5.0,26.0,64.0,
1984-05-01,33.0,64.0,3.0,30.0,62.5,
1984-04-01,55.0,41.0,4.0,51.0,71.9,
1984-03-01,50.0,49.0,1.0,49.0,73.6,
1984-02-01,43.0,54.0,3.0,40.0,71.1,
1984-01-01,38.0,56.0,6.0,32.0,64.4,
1983-12-01,41.0,57.0,2.0,39.0,71.4,
1983-11-01,36.0,60.0,4.0,32.0,68.1,
1983-10-01,42.0,53.0,5.0,37.0,69.3,
1983-09-01,41.0,55.0,4.0,37.0,68.0,
1983-08-01,39.0,57.0,4.0,35.0,69.4,
1983-07-01,33.0,61.0,6.0,27.0,63.2,
1983-06-01,28.0,65.0,7.0,21.0,61.5,
1983-05-01,28.0,68.0,4.0,24.0,60.3,
1983-04-01,25.0,66.0,9.0,16.0,55.6,
1983-03-01,14.0,69.0,17.0,-3.0,47.9,
1983-02-01,13.0,70.0,17.0,-4.0,48.7,
1983-01-01,13.0,64.0,23.0,-10.0,43.7,
1982-12-01,5.0,66.0,29.0,-24.0,39.1,
1982-11-01,4.0,65.0,31.0,-27.0,37.3,
1982-10-01,6.0,69.0,25.0,-19.0,41.0,
1982-09-01,8.0,67.0,25.0,-17.0,41.2,
1982-08-01,5.0,66.0,29.0,-24.0,39.2,
1982-07-01,10.0,62.0,28.0,-18.0,40.8,
1982-06-01,8.0,62.0,30.0,-22.0,39.6,
