Date,% Better,% Same,% Worse,Net,Index
2015-03-01,25.0,64.0,11.0,14.0,53.8
2015-02-01,27.0,57.0,16.0,11.0,53.7
2015-01-01,24.0,61.0,15.0,9.0,56.5
2014-12-01,24.0,59.0,17.0,7.0,58.8
2014-11-01,34.0,55.0,11.0,23.0,64.4
2014-10-01,34.0,53.0,13.0,21.0,64.8
2014-09-01,32.0,57.0,11.0,21.0,64.6
2014-08-01,35.0,53.0,12.0,23.0,64.5
2014-07-01,31.0,54.0,15.0,16.0,61.2
2014-06-01,32.0,55.0,13.0,19.0,60.0
2014-05-01,36.0,54.0,10.0,26.0,61.0
2014-04-01,36.0,55.0,9.0,27.0,55.7
2014-03-01,31.0,60.0,9.0,22.0,55.9
2014-02-01,27.0,54.0,19.0,8.0,48.2
2014-01-01,24.0,60.0,16.0,8.0,54.8
2013-12-01,28.0,56.0,16.0,12.0,61.7
2013-11-01,32.0,55.0,13.0,19.0,62.4
2013-10-01,30.0,54.0,16.0,14.0,60.8
2013-09-01,29.0,57.0,14.0,15.0,61.2
2013-08-01,33.0,54.0,13.0,20.0,63.0
2013-07-01,30.0,55.0,15.0,15.0,60.8
2013-06-01,28.0,55.0,17.0,11.0,55.7
2013-05-01,26.0,57.0,17.0,9.0,52.5
2013-04-01,33.0,53.0,14.0,19.0,52.1
2013-03-01,33.0,51.0,16.0,17.0,53.9
2013-02-01,36.0,49.0,15.0,21.0,54.5
2013-01-01,25.0,56.0,19.0,6.0,53.8
2012-12-01,21.0,54.0,25.0,-4.0,53.1
2012-11-01,23.0,53.0,24.0,-1.0,52.2
2012-10-01,23.0,52.0,25.0,-2.0,51.9
2012-09-01,24.0,50.0,26.0,-2.0,51.9
2012-08-01,19.0,57.0,24.0,-5.0,49.5
2012-07-01,19.0,58.0,23.0,-4.0,50.6
2012-06-01,24.0,60.0,16.0,8.0,53.8
2012-05-01,34.0,51.0,15.0,19.0,56.6
2012-04-01,44.0,47.0,9.0,35.0,59.2
2012-03-01,35.0,51.0,14.0,21.0,56.5
2012-02-01,35.0,50.0,15.0,20.0,55.5
2012-01-01,27.0,53.0,20.0,7.0,54.3
2011-12-01,27.0,54.0,19.0,8.0,59.9
2011-11-01,24.0,55.0,21.0,3.0,54.4
2011-10-01,21.0,59.0,20.0,1.0,52.8
2011-09-01,23.0,56.0,21.0,2.0,53.7
2011-08-01,19.0,62.0,19.0,0.0,51.7
2011-07-01,22.0,60.0,18.0,4.0,54.3
2011-06-01,35.0,46.0,19.0,16.0,57.3
2011-05-01,30.0,56.0,14.0,16.0,54.4
2011-04-01,43.0,52.0,5.0,38.0,60.7
2011-03-01,41.0,52.0,7.0,34.0,63.8
2011-02-01,43.0,47.0,10.0,33.0,63.5
2011-01-01,40.0,44.0,16.0,24.0,62.9
2010-12-01,30.0,52.0,18.0,12.0,62.5
2010-11-01,26.0,54.0,20.0,6.0,56.0
2010-10-01,37.0,49.0,14.0,23.0,63.5
2010-09-01,31.0,54.0,15.0,16.0,60.2
2010-08-01,33.0,53.0,14.0,19.0,60.7
2010-07-01,31.0,50.0,19.0,12.0,57.7
2010-06-01,40.0,47.0,13.0,27.0,62.2
2010-05-01,51.0,37.0,12.0,39.0,64.6
2010-04-01,49.0,44.0,7.0,42.0,63.0
2010-03-01,36.0,53.0,11.0,25.0,60.7
2010-02-01,32.0,54.0,14.0,18.0,58.4
2010-01-01,38.0,51.0,11.0,27.0,64.7
2009-12-01,26.0,58.0,16.0,10.0,62.3
2009-11-01,33.0,50.0,17.0,16.0,62.7
2009-10-01,37.0,48.0,15.0,22.0,63.0
2009-09-01,36.0,46.0,18.0,18.0,61.2
2009-08-01,43.0,39.0,18.0,25.0,62.4
2009-07-01,33.0,50.0,17.0,16.0,59.9
2009-06-01,32.0,46.0,22.0,10.0,55.4
2009-05-01,23.0,52.0,25.0,-2.0,42.7
2009-04-01,21.0,45.0,34.0,-13.0,39.0
2009-03-01,17.0,39.0,44.0,-27.0,36.3
2009-02-01,16.0,40.0,44.0,-28.0,35.3
2009-01-01,13.0,33.0,54.0,-41.0,30.3
2008-12-01,7.0,33.0,60.0,-53.0,26.3
2008-11-01,12.0,38.0,50.0,-38.0,32.4
2008-10-01,11.0,43.0,46.0,-35.0,33.6
2008-09-01,20.0,47.0,33.0,-13.0,45.4
2008-08-01,21.0,61.0,18.0,3.0,50.4
2008-07-01,21.0,62.0,17.0,4.0,54.6
2008-06-01,25.0,54.0,21.0,4.0,50.7
2008-05-01,24.0,59.0,17.0,7.0,49.4
2008-04-01,28.0,50.0,22.0,6.0,48.3
2008-03-01,20.0,60.0,20.0,0.0,48.3
2008-02-01,25.0,52.0,23.0,2.0,47.4
2008-01-01,26.0,51.0,23.0,3.0,53.7
2007-12-01,16.0,58.0,26.0,-10.0,49.2
2007-11-01,23.0,55.0,22.0,1.0,53.7
2007-10-01,18.0,60.0,22.0,-4.0,51.3
2007-09-01,31.0,53.0,16.0,15.0,56.3
2007-08-01,26.0,56.0,18.0,8.0,54.3
2007-07-01,26.0,56.0,18.0,8.0,57.0
2007-06-01,35.0,55.0,10.0,25.0,59.5
2007-05-01,30.0,59.0,11.0,19.0,56.2
2007-04-01,35.0,52.0,13.0,22.0,56.2
2007-03-01,29.0,53.0,18.0,11.0,53.1
2007-02-01,28.0,54.0,18.0,10.0,53.8
2007-01-01,22.0,53.0,25.0,-3.0,51.2
2006-12-01,27.0,46.0,27.0,0.0,52.7
2006-11-01,18.0,60.0,22.0,-4.0,50.7
2006-10-01,22.0,58.0,20.0,2.0,54.3
2006-09-01,28.0,59.0,13.0,15.0,56.2
2006-08-01,23.0,61.0,16.0,7.0,55.2
2006-07-01,27.0,56.0,17.0,10.0,56.9
2006-06-01,27.0,56.0,17.0,10.0,53.4
2006-05-01,32.0,53.0,15.0,17.0,56.0
2006-04-01,35.0,57.0,8.0,27.0,57.1
2006-03-01,34.0,52.0,14.0,20.0,57.0
2006-02-01,34.0,50.0,16.0,18.0,57.9
2006-01-01,29.0,55.0,16.0,13.0,59.7
2005-12-01,27.0,58.0,15.0,12.0,60.3
2005-11-01,30.0,59.0,11.0,19.0,62.4
2005-10-01,31.0,57.0,12.0,19.0,62.1
2005-09-01,37.0,52.0,11.0,26.0,62.4
2005-08-01,23.0,60.0,17.0,6.0,55.6
2005-07-01,28.0,59.0,13.0,15.0,57.4
2005-06-01,30.0,53.0,17.0,13.0,55.1
2005-05-01,28.0,58.0,14.0,14.0,54.7
2005-04-01,35.0,50.0,15.0,20.0,54.2
2005-03-01,34.0,51.0,15.0,19.0,57.5
2005-02-01,32.0,54.0,14.0,18.0,58.2
2005-01-01,30.0,54.0,16.0,14.0,59.3
2004-12-01,30.0,51.0,19.0,11.0,57.9
2004-11-01,28.0,56.0,16.0,12.0,57.3
2004-10-01,29.0,56.0,15.0,14.0,59.3
2004-09-01,33.0,57.0,10.0,23.0,59.8
2004-08-01,32.0,51.0,17.0,15.0,59.3
2004-07-01,34.0,55.0,11.0,23.0,63.8
2004-06-01,40.0,49.0,11.0,29.0,63.7
2004-05-01,46.0,43.0,11.0,35.0,65.3
2004-04-01,48.0,45.0,7.0,41.0,66.6
2004-03-01,46.0,47.0,7.0,39.0,66.8
2004-02-01,44.0,47.0,9.0,35.0,65.6
2004-01-01,44.0,47.0,9.0,35.0,69.3
2003-12-01,44.0,46.0,10.0,34.0,70.0
2003-11-01,40.0,49.0,11.0,29.0,66.6
2003-10-01,35.0,51.0,14.0,21.0,62.8
2003-09-01,33.0,53.0,14.0,19.0,57.8
2003-08-01,33.0,52.0,15.0,18.0,61.8
2003-07-01,25.0,53.0,22.0,3.0,53.9
2003-06-01,25.0,60.0,15.0,10.0,54.1
2003-05-01,25.0,60.0,15.0,10.0,52.9
2003-04-01,20.0,63.0,17.0,3.0,48.5
2003-03-01,22.0,56.0,22.0,0.0,47.0
2003-02-01,28.0,54.0,18.0,10.0,53.6
2003-01-01,27.0,51.0,22.0,5.0,54.1
2002-12-01,25.0,54.0,21.0,4.0,53.9
2002-11-01,22.0,60.0,18.0,4.0,52.7
2002-10-01,22.0,56.0,22.0,0.0,51.3
2002-09-01,27.0,55.0,18.0,9.0,53.5
2002-08-01,24.0,57.0,19.0,5.0,54.9
2002-07-01,24.0,58.0,18.0,6.0,56.6
2002-06-01,34.0,56.0,10.0,24.0,61.1
2002-05-01,35.0,53.0,12.0,23.0,59.4
2002-04-01,38.0,49.0,13.0,25.0,59.1
2002-03-01,36.0,52.0,12.0,24.0,58.3
2002-02-01,33.0,54.0,13.0,20.0,58.1
2002-01-01,22.0,54.0,24.0,-2.0,51.1
2001-12-01,21.0,52.0,27.0,-6.0,49.2
2001-11-01,20.0,52.0,28.0,-8.0,46.9
2001-10-01,17.0,48.0,35.0,-18.0,41.8
2001-09-01,25.0,56.0,19.0,6.0,51.8
2001-08-01,22.0,55.0,23.0,-1.0,51.8
2001-07-01,19.0,50.0,31.0,-12.0,47.0
2001-06-01,18.0,56.0,26.0,-8.0,45.3
2001-05-01,19.0,52.0,29.0,-10.0,43.1
2001-04-01,21.0,50.0,29.0,-8.0,43.1
2001-03-01,20.0,51.0,29.0,-9.0,42.6
2001-02-01,19.0,41.0,40.0,-21.0,38.6
2001-01-01,15.0,44.0,41.0,-26.0,39.2
2000-12-01,14.0,53.0,33.0,-19.0,42.9
2000-11-01,21.0,56.0,23.0,-2.0,50.1
2000-10-01,23.0,52.0,25.0,-2.0,49.3
2000-09-01,26.0,54.0,20.0,6.0,51.5
2000-08-01,16.0,63.0,21.0,-5.0,49.7
2000-07-01,19.0,63.0,18.0,1.0,53.7
2000-06-01,25.0,58.0,17.0,8.0,53.4
2000-05-01,30.0,58.0,12.0,18.0,56.4
2000-04-01,34.0,56.0,10.0,24.0,58.1
2000-03-01,35.0,57.0,8.0,27.0,59.5
2000-02-01,31.0,58.0,11.0,20.0,59.1
2000-01-01,26.0,57.0,17.0,9.0,57.8
1999-12-01,26.0,61.0,13.0,13.0,60.6
1999-11-01,31.0,54.0,15.0,16.0,60.2
1999-10-01,28.0,63.0,9.0,19.0,59.7
1999-09-01,34.0,56.0,10.0,24.0,59.9
1999-08-01,27.0,58.0,15.0,12.0,58.3
1999-07-01,27.0,57.0,16.0,11.0,58.1
1999-06-01,36.0,54.0,10.0,26.0,61.6
1999-05-01,33.0,57.0,10.0,23.0,58.5
1999-04-01,35.0,53.0,12.0,23.0,57.2
1999-03-01,33.0,53.0,14.0,19.0,55.7
1999-02-01,27.0,56.0,17.0,10.0,56.0
1999-01-01,26.0,53.0,21.0,5.0,55.6
1998-12-01,18.0,54.0,28.0,-10.0,47.7
1998-11-01,22.0,54.0,24.0,-2.0,50.4
1998-10-01,22.0,61.0,17.0,5.0,52.4
1998-09-01,24.0,57.0,19.0,5.0,51.2
1998-08-01,20.0,58.0,22.0,-2.0,50.7
1998-07-01,22.0,53.0,25.0,-3.0,50.8
1998-06-01,22.0,59.0,19.0,3.0,50.6
1998-05-01,25.0,61.0,14.0,11.0,53.2
1998-04-01,26.0,62.0,12.0,14.0,53.3
1998-03-01,30.0,55.0,15.0,15.0,54.5
1998-02-01,24.0,59.0,17.0,7.0,54.6
1998-01-01,26.0,55.0,19.0,7.0,55.6
1997-12-01,24.0,60.0,16.0,8.0,56.7
1997-11-01,28.0,62.0,10.0,18.0,60.1
1997-10-01,33.0,53.0,14.0,19.0,59.4
1997-09-01,29.0,57.0,14.0,15.0,56.6
1997-08-01,31.0,57.0,12.0,19.0,61.5
1997-07-01,35.0,53.0,12.0,23.0,64.5
1997-06-01,29.0,57.0,14.0,15.0,56.5
1997-05-01,31.0,56.0,13.0,18.0,56.7
1997-04-01,30.0,61.0,9.0,21.0,56.8
1997-03-01,30.0,55.0,15.0,15.0,55.0
1997-02-01,29.0,57.0,14.0,15.0,58.9
1997-01-01,33.0,51.0,16.0,17.0,59.8
1996-12-01,27.0,60.0,13.0,14.0,58.9
1996-11-01,30.0,56.0,14.0,16.0,58.1
1996-10-01,26.0,59.0,15.0,11.0,55.4
1996-09-01,21.0,66.0,13.0,8.0,53.5
1996-08-01,26.0,55.0,19.0,7.0,55.1
1996-07-01,17.0,66.0,17.0,0.0,52.4
1996-06-01,26.0,60.0,14.0,12.0,55.5
1996-05-01,23.0,64.0,13.0,10.0,53.0
1996-04-01,25.0,60.0,15.0,10.0,51.6
1996-03-01,20.0,56.0,24.0,-4.0,47.3
1996-02-01,17.0,55.0,28.0,-11.0,45.7
1996-01-01,18.0,55.0,27.0,-9.0,45.6
1995-12-01,20.0,51.0,29.0,-9.0,46.9
1995-11-01,18.0,55.0,27.0,-9.0,45.0
1995-10-01,16.0,62.0,22.0,-6.0,47.0
1995-09-01,18.0,65.0,17.0,1.0,50.5
1995-08-01,20.0,55.0,25.0,-5.0,49.1
1995-07-01,23.0,53.0,24.0,-1.0,51.6
1995-06-01,18.0,57.0,25.0,-7.0,46.1
1995-05-01,20.0,64.0,16.0,4.0,49.9
1995-04-01,29.0,57.0,14.0,15.0,54.1
1995-03-01,26.0,59.0,15.0,11.0,54.8
1995-02-01,23.0,66.0,11.0,12.0,57.4
1995-01-01,37.0,48.0,15.0,22.0,60.9
1994-12-01,27.0,61.0,12.0,15.0,59.5
1994-11-01,37.0,54.0,9.0,28.0,63.9
1994-10-01,35.0,55.0,10.0,25.0,63.3
1994-09-01,36.0,53.0,11.0,25.0,62.8
1994-08-01,31.0,54.0,15.0,16.0,60.2
1994-07-01,31.0,59.0,10.0,21.0,62.3
1994-06-01,37.0,53.0,10.0,27.0,62.0
1994-05-01,43.0,45.0,12.0,31.0,62.7
1994-04-01,39.0,52.0,9.0,30.0,61.4
1994-03-01,40.0,49.0,11.0,29.0,63.4
1994-02-01,31.0,56.0,13.0,18.0,60.2
1994-01-01,33.0,53.0,14.0,19.0,59.7
1993-12-01,31.0,56.0,13.0,18.0,61.7
1993-11-01,30.0,54.0,16.0,14.0,57.5
1993-10-01,24.0,62.0,14.0,10.0,56.1
1993-09-01,26.0,59.0,15.0,11.0,55.2
1993-08-01,23.0,58.0,19.0,4.0,53.9
1993-07-01,26.0,50.0,24.0,2.0,52.7
1993-06-01,26.0,58.0,16.0,10.0,53.1
1993-05-01,31.0,54.0,15.0,16.0,55.0
1993-04-01,27.0,55.0,18.0,9.0,51.6
1993-03-01,31.0,54.0,15.0,16.0,56.7
1993-02-01,38.0,49.0,13.0,25.0,63.5
1993-01-01,34.0,53.0,13.0,21.0,61.5
1992-12-01,26.0,57.0,17.0,9.0,57.9
1992-11-01,27.0,60.0,13.0,14.0,58.6
1992-10-01,27.0,53.0,20.0,7.0,54.7
1992-09-01,28.0,53.0,19.0,9.0,53.9
1992-08-01,28.0,54.0,18.0,10.0,56.8
1992-07-01,29.0,53.0,18.0,11.0,57.4
1992-06-01,34.0,52.0,14.0,20.0,57.6
1992-05-01,41.0,47.0,12.0,29.0,61.2
1992-04-01,35.0,52.0,13.0,22.0,57.8
1992-03-01,34.0,54.0,12.0,22.0,59.7
1992-02-01,35.0,48.0,17.0,18.0,58.7
1992-01-01,24.0,51.0,25.0,-1.0,50.4
1991-12-01,17.0,59.0,24.0,-7.0,50.6
1991-11-01,24.0,53.0,23.0,1.0,52.1
1991-10-01,32.0,55.0,13.0,19.0,60.7
1991-09-01,38.0,49.0,13.0,25.0,61.2
1991-08-01,34.0,49.0,17.0,17.0,59.8
1991-07-01,29.0,53.0,18.0,11.0,57.2
1991-06-01,31.0,51.0,18.0,13.0,53.7
1991-05-01,21.0,57.0,22.0,-1.0,46.9
1991-04-01,17.0,60.0,23.0,-6.0,44.5
1991-03-01,15.0,54.0,31.0,-16.0,41.2
1991-02-01,15.0,49.0,36.0,-21.0,39.1
1991-01-01,14.0,47.0,39.0,-25.0,38.9
1990-12-01,12.0,53.0,35.0,-23.0,41.8
1990-11-01,16.0,49.0,35.0,-19.0,42.1
1990-10-01,17.0,52.0,31.0,-14.0,43.6
1990-09-01,23.0,48.0,29.0,-6.0,45.5
1990-08-01,20.0,54.0,26.0,-6.0,47.9
1990-07-01,19.0,58.0,23.0,-4.0,49.8
1990-06-01,25.0,58.0,17.0,8.0,51.3
1990-05-01,25.0,62.0,13.0,12.0,53.9
1990-04-01,30.0,54.0,16.0,14.0,53.5
1990-03-01,28.0,55.0,17.0,11.0,54.7
1990-02-01,27.0,53.0,20.0,7.0,52.8
1990-01-01,18.0,56.0,26.0,-8.0,47.4
1989-12-01,17.0,58.0,25.0,-8.0,49.7
1989-11-01,19.0,56.0,25.0,-6.0,49.2
1989-10-01,17.0,62.0,21.0,-4.0,48.5
1989-09-01,18.0,64.0,18.0,0.0,48.0
1989-08-01,15.0,61.0,24.0,-9.0,46.7
1989-07-01,15.0,59.0,26.0,-11.0,46.9
1989-06-01,18.0,67.0,15.0,3.0,49.5
1989-05-01,22.0,59.0,19.0,3.0,50.7
1989-04-01,30.0,58.0,12.0,18.0,54.9
1989-03-01,24.0,60.0,16.0,8.0,52.7
1989-02-01,26.0,62.0,12.0,14.0,55.6
1989-01-01,27.0,61.0,12.0,15.0,57.9
1988-12-01,22.0,65.0,13.0,9.0,57.6
1988-11-01,27.0,58.0,15.0,12.0,57.5
1988-10-01,26.0,65.0,9.0,17.0,58.7
1988-09-01,26.0,62.0,12.0,14.0,54.8
1988-08-01,26.0,60.0,14.0,12.0,57.8
1988-07-01,25.0,62.0,13.0,12.0,61.2
1988-06-01,35.0,53.0,12.0,23.0,61.7
1988-05-01,27.0,62.0,11.0,16.0,58.0
1988-04-01,37.0,53.0,10.0,27.0,59.1
1988-03-01,29.0,61.0,10.0,19.0,57.7
1988-02-01,32.0,59.0,9.0,23.0,58.6
1988-01-01,29.0,63.0,8.0,21.0,59.3
1987-12-01,27.0,64.0,9.0,18.0,65.1
1987-11-01,32.0,56.0,12.0,20.0,61.9
1987-10-01,35.0,55.0,10.0,25.0,63.2
1987-09-01,43.0,48.0,9.0,34.0,65.5
1987-08-01,33.0,59.0,8.0,25.0,64.2
1987-07-01,30.0,55.0,15.0,15.0,62.5
1987-06-01,32.0,55.0,13.0,19.0,60.1
1987-05-01,33.0,56.0,11.0,22.0,60.6
1987-04-01,35.0,57.0,8.0,27.0,59.3
1987-03-01,34.0,55.0,11.0,23.0,57.6
1987-02-01,31.0,60.0,9.0,22.0,57.3
1987-01-01,37.0,51.0,12.0,25.0,60.7
1986-12-01,19.0,56.0,25.0,-6.0,53.0
1986-11-01,22.0,61.0,17.0,5.0,54.7
1986-10-01,20.0,65.0,15.0,5.0,54.2
1986-09-01,27.0,60.0,13.0,14.0,56.5
1986-08-01,27.0,54.0,19.0,8.0,56.0
1986-07-01,17.0,55.0,28.0,-11.0,49.3
1986-06-01,25.0,55.0,20.0,5.0,53.5
1986-05-01,28.0,56.0,16.0,12.0,55.1
1986-04-01,32.0,50.0,18.0,14.0,52.5
1986-03-01,35.0,53.0,12.0,23.0,56.0
1986-02-01,31.0,54.0,15.0,16.0,53.6
1986-01-01,31.0,49.0,20.0,11.0,52.9
1985-12-01,21.0,55.0,24.0,-3.0,55.3
1985-11-01,23.0,62.0,15.0,8.0,56.5
1985-10-01,26.0,54.0,20.0,6.0,54.9
1985-09-01,23.0,60.0,17.0,6.0,52.8
1985-08-01,21.0,56.0,23.0,-2.0,50.6
1985-07-01,14.0,60.0,26.0,-12.0,48.2
1985-06-01,18.0,64.0,18.0,0.0,50.5
1985-05-01,23.0,59.0,18.0,5.0,51.9
1985-04-01,30.0,53.0,17.0,13.0,51.6
1985-03-01,27.0,59.0,14.0,13.0,51.2
1985-02-01,29.0,59.0,12.0,17.0,54.2
1985-01-01,27.0,61.0,12.0,15.0,54.9
1984-12-01,17.0,61.0,22.0,-5.0,54.9
1984-11-01,18.0,66.0,16.0,2.0,53.8
1984-10-01,22.0,59.0,19.0,3.0,53.4
1984-09-01,21.0,62.0,17.0,4.0,52.2
1984-08-01,22.0,62.0,16.0,6.0,54.3
1984-07-01,23.0,61.0,16.0,7.0,58.2
1984-06-01,35.0,55.0,10.0,25.0,62.3
1984-05-01,30.0,60.0,10.0,20.0,59.3
1984-04-01,41.0,56.0,3.0,38.0,62.3
1984-03-01,44.0,48.0,8.0,36.0,61.5
1984-02-01,41.0,55.0,4.0,37.0,64.0
1984-01-01,39.0,46.0,15.0,24.0,59.9
1983-12-01,44.0,50.0,6.0,38.0,80.6
1983-11-01,38.0,56.0,6.0,32.0,70.7
1983-10-01,43.0,49.0,8.0,35.0,69.6
1983-09-01,45.0,47.0,8.0,37.0,67.8
1983-08-01,44.0,50.0,6.0,38.0,69.9
1983-07-01,42.0,48.0,10.0,32.0,71.5
1983-06-01,37.0,53.0,10.0,27.0,63.2
1983-05-01,33.0,58.0,9.0,24.0,61.5
1983-04-01,37.0,55.0,8.0,29.0,58.2
1983-03-01,43.0,43.0,14.0,29.0,58.4
1983-02-01,40.0,49.0,11.0,29.0,61.1
1983-01-01,24.0,56.0,20.0,4.0,50.8
1982-12-01,7.0,60.0,33.0,-26.0,44.0
1982-11-01,10.0,59.0,31.0,-21.0,42.6
1982-10-01,14.0,54.0,32.0,-18.0,42.0
1982-09-01,18.0,49.0,33.0,-15.0,41.3
1982-08-01,14.0,52.0,34.0,-20.0,39.9
1982-07-01,15.0,47.0,38.0,-23.0,41.1
1982-06-01,16.0,47.0,37.0,-21.0,39.4
1982-05-01,12.0,51.0,37.0,-25.0,37.2
1982-04-01,20.0,51.0,29.0,-9.0,41.3
1982-03-01,19.0,46.0,35.0,-16.0,38.0
1982-02-01,13.0,57.0,30.0,-17.0,40.1
1982-01-01,17.0,45.0,38.0,-21.0,39.0
1981-12-01,9.0,45.0,46.0,-37.0,37.3
1981-11-01,7.0,53.0,40.0,-33.0,36.1
1981-10-01,15.0,48.0,37.0,-22.0,39.4
1981-09-01,18.0,56.0,26.0,-8.0,43.8
1981-08-01,24.0,52.0,24.0,0.0,49.5
1981-07-01,18.0,53.0,29.0,-11.0,47.6
1981-06-01,20.0,67.0,13.0,7.0,53.9
1981-05-01,31.0,58.0,11.0,20.0,59.0
1981-04-01,29.0,62.0,9.0,20.0,55.0
1981-03-01,32.0,53.0,15.0,17.0,52.8
1981-02-01,21.0,62.0,17.0,4.0,50.9
1981-01-01,24.0,55.0,21.0,3.0,51.8
1980-12-01,20.0,58.0,22.0,-2.0,57.2
1980-11-01,39.0,48.0,13.0,26.0,66.8
1980-10-01,34.0,53.0,13.0,21.0,60.7
1980-09-01,32.0,52.0,16.0,16.0,55.1
1980-08-01,22.0,50.0,28.0,-6.0,46.9
