Date,% Higher,% Same,% Lower,Net,Index
2016-10-01,16.0,63.0,21.0,-5.0,47.5
2016-09-01,16.0,67.0,17.0,-1.0,49.5
2016-08-01,18.0,62.0,20.0,-2.0,49.0
2016-07-01,19.0,61.0,20.0,-1.0,49.5
2016-06-01,19.0,59.0,22.0,-3.0,48.5
2016-05-01,14.0,62.0,24.0,-10.0,45.0
2016-04-01,15.0,61.0,24.0,-9.0,45.5
2016-03-01,15.0,64.0,21.0,-6.0,47.0
2016-02-01,13.0,64.0,23.0,-10.0,45.0
2016-01-01,13.0,61.0,26.0,-13.0,43.5
2015-12-01,14.0,59.0,27.0,-13.0,43.5
2015-11-01,13.0,60.0,27.0,-14.0,43.0
2015-10-01,15.0,63.0,22.0,-7.0,46.5
2015-09-01,20.0,57.0,23.0,-3.0,48.5
2015-08-01,18.0,61.0,21.0,-3.0,48.5
2015-07-01,19.0,61.0,20.0,-1.0,49.5
2015-06-01,21.0,64.0,15.0,6.0,53.0
2015-05-01,17.0,69.0,14.0,3.0,51.5
2015-04-01,19.0,61.0,20.0,-1.0,49.5
2015-03-01,15.0,73.0,12.0,3.0,51.5
2015-02-01,21.0,63.0,16.0,5.0,52.5
2015-01-01,21.0,60.0,19.0,2.0,51.0
2014-12-01,17.0,57.0,26.0,-9.0,45.5
2014-11-01,21.0,61.0,18.0,3.0,51.5
2014-10-01,21.0,63.0,16.0,5.0,52.5
2014-09-01,18.0,67.0,15.0,3.0,51.5
2014-08-01,19.0,66.0,15.0,4.0,52.0
2014-07-01,17.0,63.0,20.0,-3.0,48.5
2014-06-01,22.0,62.0,16.0,6.0,53.0
2014-05-01,23.0,60.0,17.0,6.0,53.0
2014-04-01,20.0,66.0,14.0,6.0,53.0
2014-03-01,20.0,65.0,15.0,5.0,52.5
2014-02-01,24.0,57.0,19.0,5.0,52.5
2014-01-01,14.0,60.0,26.0,-12.0,44.0
2013-12-01,16.0,62.0,22.0,-6.0,47.0
2013-11-01,21.0,59.0,20.0,1.0,50.5
2013-10-01,25.0,55.0,20.0,5.0,52.5
2013-09-01,19.0,62.0,19.0,0.0,50.0
2013-08-01,16.0,63.0,21.0,-5.0,47.5
2013-07-01,15.0,64.0,21.0,-6.0,47.0
2013-06-01,19.0,63.0,18.0,1.0,50.5
2013-05-01,20.0,58.0,22.0,-2.0,49.0
2013-04-01,18.0,57.0,25.0,-7.0,46.5
2013-03-01,20.0,59.0,21.0,-1.0,49.5
2013-02-01,22.0,59.0,19.0,3.0,51.5
2013-01-01,20.0,62.0,18.0,2.0,51.0
2012-12-01,14.0,58.0,28.0,-14.0,43.0
2012-11-01,18.0,54.0,28.0,-10.0,45.0
2012-10-01,21.0,58.0,21.0,0.0,50.0
2012-09-01,20.0,61.0,19.0,1.0,50.5
2012-08-01,24.0,58.0,18.0,6.0,53.0
2012-07-01,21.0,56.0,23.0,-2.0,49.0
2012-06-01,13.0,62.0,25.0,-12.0,44.0
2012-05-01,14.0,64.0,22.0,-8.0,46.0
2012-04-01,17.0,63.0,20.0,-3.0,48.5
2012-03-01,20.0,60.0,20.0,0.0,50.0
2012-02-01,20.0,59.0,21.0,-1.0,49.5
2012-01-01,21.0,57.0,22.0,-1.0,49.5
2011-12-01,21.0,49.0,30.0,-9.0,45.5
2011-11-01,16.0,61.0,23.0,-7.0,46.5
2011-10-01,17.0,59.0,24.0,-7.0,46.5
2011-09-01,23.0,58.0,19.0,4.0,52.0
2011-08-01,23.0,63.0,14.0,9.0,54.5
2011-07-01,18.0,60.0,22.0,-4.0,48.0
2011-06-01,23.0,61.0,16.0,7.0,53.5
2011-05-01,20.0,57.0,23.0,-3.0,48.5
2011-04-01,27.0,55.0,18.0,9.0,54.5
2011-03-01,19.0,60.0,21.0,-2.0,49.0
2011-02-01,19.0,63.0,18.0,1.0,50.5
2011-01-01,25.0,54.0,21.0,4.0,52.0
2010-12-01,24.0,52.0,24.0,0.0,50.0
2010-11-01,25.0,58.0,17.0,8.0,54.0
2010-10-01,27.0,52.0,21.0,6.0,53.0
2010-09-01,27.0,58.0,15.0,12.0,56.0
2010-08-01,19.0,68.0,13.0,6.0,53.0
2010-07-01,19.0,60.0,21.0,-2.0,49.0
2010-06-01,13.0,66.0,21.0,-8.0,46.0
2010-05-01,13.0,66.0,21.0,-8.0,46.0
2010-04-01,20.0,61.0,19.0,1.0,50.5
2010-03-01,26.0,61.0,13.0,13.0,56.5
2010-02-01,17.0,64.0,19.0,-2.0,49.0
2010-01-01,16.0,60.0,24.0,-8.0,46.0
2009-12-01,13.0,57.0,30.0,-17.0,41.5
2009-11-01,8.0,63.0,29.0,-21.0,39.5
2009-10-01,19.0,55.0,26.0,-7.0,46.5
2009-09-01,14.0,55.0,31.0,-17.0,41.5
2009-08-01,14.0,44.0,42.0,-28.0,36.0
2009-07-01,5.0,55.0,40.0,-35.0,32.5
2009-06-01,8.0,46.0,46.0,-38.0,31.0
2009-05-01,10.0,46.0,44.0,-34.0,33.0
2009-04-01,11.0,47.0,42.0,-31.0,34.5
2009-03-01,9.0,48.0,43.0,-34.0,33.0
2009-02-01,19.0,38.0,43.0,-24.0,38.0
2009-01-01,18.0,40.0,42.0,-24.0,38.0
2008-12-01,18.0,40.0,42.0,-24.0,38.0
2008-11-01,13.0,51.0,36.0,-23.0,38.5
2008-10-01,16.0,55.0,29.0,-13.0,43.5
2008-09-01,13.0,60.0,27.0,-14.0,43.0
2008-08-01,18.0,65.0,17.0,1.0,50.5
2008-07-01,12.0,64.0,24.0,-12.0,44.0
2008-06-01,21.0,58.0,21.0,0.0,50.0
2008-05-01,19.0,58.0,23.0,-4.0,48.0
2008-04-01,16.0,66.0,18.0,-2.0,49.0
2008-03-01,15.0,63.0,22.0,-7.0,46.5
2008-02-01,13.0,68.0,19.0,-6.0,47.0
2008-01-01,17.0,64.0,19.0,-2.0,49.0
2007-12-01,16.0,57.0,27.0,-11.0,44.5
2007-11-01,18.0,55.0,27.0,-9.0,45.5
2007-10-01,17.0,57.0,26.0,-9.0,45.5
2007-09-01,13.0,57.0,30.0,-17.0,41.5
2007-08-01,13.0,67.0,20.0,-7.0,46.5
2007-07-01,11.0,71.0,18.0,-7.0,46.5
2007-06-01,13.0,64.0,23.0,-10.0,45.0
2007-05-01,15.0,62.0,23.0,-8.0,46.0
2007-04-01,16.0,62.0,22.0,-6.0,47.0
2007-03-01,17.0,64.0,19.0,-2.0,49.0
2007-02-01,16.0,62.0,22.0,-6.0,47.0
2007-01-01,12.0,57.0,31.0,-19.0,40.5
2006-12-01,20.0,55.0,25.0,-5.0,47.5
2006-11-01,15.0,65.0,20.0,-5.0,47.5
2006-10-01,17.0,61.0,22.0,-5.0,47.5
2006-09-01,14.0,66.0,20.0,-6.0,47.0
2006-08-01,20.0,62.0,18.0,2.0,51.0
2006-07-01,13.0,70.0,17.0,-4.0,48.0
2006-06-01,15.0,65.0,20.0,-5.0,47.5
2006-05-01,13.0,71.0,16.0,-3.0,48.5
2006-04-01,19.0,65.0,16.0,3.0,51.5
2006-03-01,18.0,64.0,18.0,0.0,50.0
2006-02-01,16.0,72.0,12.0,4.0,52.0
2006-01-01,13.0,69.0,18.0,-5.0,47.5
2005-12-01,12.0,69.0,19.0,-7.0,46.5
2005-11-01,15.0,64.0,21.0,-6.0,47.0
2005-10-01,13.0,67.0,20.0,-7.0,46.5
2005-09-01,17.0,65.0,18.0,-1.0,49.5
2005-08-01,16.0,62.0,22.0,-6.0,47.0
2005-07-01,14.0,63.0,23.0,-9.0,45.5
2005-06-01,19.0,58.0,23.0,-4.0,48.0
2005-05-01,17.0,63.0,20.0,-3.0,48.5
2005-04-01,17.0,63.0,20.0,-3.0,48.5
2005-03-01,26.0,58.0,16.0,10.0,55.0
2005-02-01,19.0,64.0,17.0,2.0,51.0
2005-01-01,20.0,67.0,13.0,7.0,53.5
2004-12-01,24.0,56.0,20.0,4.0,52.8
2004-11-01,18.0,60.0,22.0,-4.0,49.7
2004-10-01,17.0,61.0,22.0,-5.0,49.3
2004-09-01,20.0,63.0,17.0,3.0,51.6
2004-08-01,23.0,61.0,16.0,7.0,52.1
2004-07-01,17.0,63.0,20.0,-3.0,50.8
2004-06-01,20.0,62.0,18.0,2.0,51.3
2004-05-01,19.0,61.0,20.0,-1.0,48.8
2004-04-01,15.0,61.0,24.0,-9.0,45.2
2004-03-01,18.0,63.0,19.0,-1.0,48.0
2004-02-01,20.0,63.0,17.0,3.0,49.0
2004-01-01,21.0,55.0,24.0,-3.0,47.9
2003-12-01,13.0,64.0,23.0,-10.0,45.9
2003-11-01,16.0,62.0,22.0,-6.0,49.7
2003-10-01,14.0,60.0,26.0,-12.0,45.6
2003-09-01,14.0,59.0,27.0,-13.0,43.4
2003-08-01,11.0,67.0,22.0,-11.0,43.1
2003-07-01,16.0,56.0,28.0,-12.0,46.3
2003-06-01,12.0,60.0,28.0,-16.0,42.0
2003-05-01,14.0,65.0,21.0,-7.0,45.7
2003-04-01,14.0,59.0,27.0,-13.0,43.1
2003-03-01,15.0,57.0,28.0,-13.0,42.3
2003-02-01,15.0,61.0,24.0,-9.0,43.0
2003-01-01,18.0,53.0,29.0,-11.0,44.2
2002-12-01,16.0,56.0,28.0,-12.0,45.2
2002-11-01,13.0,55.0,32.0,-19.0,43.1
2002-10-01,12.0,58.0,30.0,-18.0,42.0
2002-09-01,13.0,62.0,25.0,-12.0,43.8
2002-08-01,18.0,58.0,24.0,-6.0,45.4
2002-07-01,12.0,57.0,31.0,-19.0,42.7
2002-06-01,14.0,59.0,27.0,-13.0,43.2
2002-05-01,14.0,61.0,25.0,-11.0,43.8
2002-04-01,13.0,61.0,26.0,-13.0,43.0
2002-03-01,11.0,63.0,26.0,-15.0,41.4
2002-02-01,10.0,64.0,26.0,-16.0,39.7
2002-01-01,10.0,58.0,32.0,-22.0,39.2
2001-12-01,9.0,55.0,36.0,-27.0,37.6
2001-11-01,9.0,55.0,36.0,-27.0,38.9
2001-10-01,13.0,50.0,37.0,-24.0,38.3
2001-09-01,10.0,58.0,32.0,-22.0,38.9
2001-08-01,12.0,54.0,34.0,-22.0,37.6
2001-07-01,9.0,53.0,38.0,-29.0,37.1
2001-06-01,14.0,52.0,34.0,-20.0,39.9
2001-05-01,13.0,51.0,36.0,-23.0,38.2
2001-04-01,16.0,49.0,35.0,-19.0,39.7
2001-03-01,19.0,52.0,29.0,-10.0,43.7
2001-02-01,19.0,55.0,26.0,-7.0,44.2
2001-01-01,13.0,56.0,31.0,-18.0,41.8
2000-12-01,9.0,61.0,30.0,-21.0,40.4
2000-11-01,10.0,61.0,29.0,-19.0,42.8
2000-10-01,13.0,65.0,22.0,-9.0,45.9
2000-09-01,15.0,63.0,22.0,-7.0,45.9
2000-08-01,17.0,63.0,20.0,-3.0,47.1
2000-07-01,13.0,69.0,18.0,-5.0,48.5
2000-06-01,13.0,68.0,19.0,-6.0,47.0
2000-05-01,15.0,64.0,21.0,-6.0,46.9
2000-04-01,13.0,68.0,19.0,-6.0,46.1
2000-03-01,17.0,63.0,20.0,-3.0,47.5
2000-02-01,11.0,71.0,18.0,-7.0,44.9
2000-01-01,23.0,58.0,19.0,4.0,52.8
1999-12-01,20.0,55.0,25.0,-5.0,49.0
1999-11-01,16.0,63.0,21.0,-5.0,49.7
1999-10-01,15.0,67.0,18.0,-3.0,48.0
1999-09-01,10.0,69.0,21.0,-11.0,43.8
1999-08-01,14.0,67.0,19.0,-5.0,46.2
1999-07-01,14.0,60.0,26.0,-12.0,44.9
1999-06-01,13.0,63.0,24.0,-11.0,44.7
1999-05-01,10.0,66.0,24.0,-14.0,43.6
1999-04-01,13.0,69.0,18.0,-5.0,46.8
1999-03-01,11.0,67.0,22.0,-11.0,43.7
1999-02-01,14.0,63.0,23.0,-9.0,43.5
1999-01-01,9.0,65.0,26.0,-17.0,42.7
1998-12-01,12.0,60.0,28.0,-16.0,42.7
1998-11-01,11.0,63.0,26.0,-15.0,44.5
1998-10-01,14.0,66.0,20.0,-6.0,47.1
1998-09-01,14.0,60.0,26.0,-12.0,43.2
1998-08-01,18.0,56.0,26.0,-8.0,44.8
1998-07-01,11.0,65.0,24.0,-13.0,44.1
1998-06-01,12.0,60.0,28.0,-16.0,42.0
1998-05-01,14.0,63.0,23.0,-9.0,46.0
1998-04-01,15.0,64.0,21.0,-6.0,46.1
1998-03-01,14.0,65.0,21.0,-7.0,46.0
1998-02-01,15.0,66.0,19.0,-4.0,46.2
1998-01-01,16.0,58.0,26.0,-10.0,46.2
1997-12-01,15.0,63.0,22.0,-7.0,46.2
1997-11-01,14.0,56.0,30.0,-16.0,43.8
1997-10-01,12.0,65.0,23.0,-11.0,45.0
1997-09-01,18.0,60.0,22.0,-4.0,47.2
1997-08-01,15.0,58.0,27.0,-12.0,43.0
1997-07-01,14.0,63.0,23.0,-9.0,45.9
1997-06-01,14.0,63.0,23.0,-9.0,45.2
1997-05-01,16.0,64.0,20.0,-4.0,48.1
1997-04-01,10.0,65.0,25.0,-15.0,41.4
1997-03-01,11.0,65.0,24.0,-13.0,43.5
1997-02-01,12.0,61.0,27.0,-15.0,41.3
1997-01-01,15.0,54.0,31.0,-16.0,43.2
1996-12-01,14.0,60.0,26.0,-12.0,44.4
1996-11-01,12.0,57.0,31.0,-19.0,42.3
1996-10-01,8.0,61.0,31.0,-23.0,39.6
1996-09-01,12.0,65.0,23.0,-11.0,43.7
1996-08-01,11.0,64.0,25.0,-14.0,42.2
1996-07-01,9.0,63.0,28.0,-19.0,40.8
1996-06-01,11.0,66.0,23.0,-12.0,43.1
1996-05-01,7.0,65.0,28.0,-21.0,39.2
1996-04-01,15.0,60.0,25.0,-10.0,43.9
1996-03-01,11.0,58.0,31.0,-20.0,40.0
1996-02-01,15.0,59.0,26.0,-11.0,43.3
1996-01-01,17.0,56.0,27.0,-10.0,46.6
1995-12-01,13.0,59.0,28.0,-15.0,43.1
1995-11-01,18.0,47.0,35.0,-17.0,43.3
1995-10-01,10.0,61.0,29.0,-19.0,42.2
1995-09-01,12.0,58.0,30.0,-18.0,40.3
1995-08-01,18.0,57.0,25.0,-7.0,45.5
1995-07-01,16.0,60.0,24.0,-8.0,46.5
1995-06-01,16.0,57.0,27.0,-11.0,43.0
1995-05-01,11.0,67.0,22.0,-11.0,43.3
1995-04-01,12.0,66.0,22.0,-10.0,44.2
1995-03-01,17.0,60.0,23.0,-6.0,47.0
1995-02-01,14.0,68.0,18.0,-4.0,47.0
1995-01-01,12.0,63.0,25.0,-13.0,45.2
1994-12-01,14.0,60.0,26.0,-12.0,45.0
1994-11-01,16.0,59.0,25.0,-9.0,47.3
1994-10-01,15.0,62.0,23.0,-8.0,47.6
1994-09-01,16.0,62.0,22.0,-6.0,46.1
1994-08-01,13.0,66.0,21.0,-8.0,44.9
1994-07-01,12.0,65.0,23.0,-11.0,45.1
1994-06-01,19.0,62.0,19.0,0.0,48.3
1994-05-01,16.0,66.0,18.0,-2.0,47.6
1994-04-01,16.0,61.0,23.0,-7.0,45.9
1994-03-01,12.0,63.0,25.0,-13.0,43.0
1994-02-01,18.0,55.0,27.0,-9.0,44.6
1994-01-01,11.0,62.0,27.0,-16.0,43.9
1993-12-01,13.0,58.0,29.0,-16.0,43.2
1993-11-01,11.0,66.0,23.0,-12.0,45.5
1993-10-01,15.0,65.0,20.0,-5.0,48.6
1993-09-01,15.0,63.0,22.0,-7.0,46.2
1993-08-01,15.0,62.0,23.0,-8.0,44.4
1993-07-01,16.0,57.0,27.0,-11.0,45.5
1993-06-01,18.0,60.0,22.0,-4.0,46.5
1993-05-01,13.0,65.0,22.0,-9.0,44.8
1993-04-01,15.0,61.0,24.0,-9.0,44.7
1993-03-01,15.0,63.0,22.0,-7.0,45.6
1993-02-01,14.0,59.0,27.0,-13.0,42.6
1993-01-01,13.0,57.0,30.0,-17.0,43.3
1992-12-01,14.0,59.0,27.0,-13.0,45.0
1992-11-01,13.0,55.0,32.0,-19.0,42.1
1992-10-01,12.0,60.0,28.0,-16.0,42.4
1992-09-01,14.0,57.0,29.0,-15.0,42.3
1992-08-01,22.0,51.0,27.0,-5.0,45.8
1992-07-01,15.0,61.0,24.0,-9.0,46.9
1992-06-01,15.0,58.0,27.0,-12.0,43.1
1992-05-01,17.0,61.0,22.0,-5.0,47.0
1992-04-01,13.0,62.0,25.0,-12.0,43.2
1992-03-01,16.0,60.0,24.0,-8.0,44.3
1992-02-01,17.0,56.0,27.0,-10.0,44.0
1992-01-01,13.0,59.0,28.0,-15.0,44.1
1991-12-01,13.0,49.0,38.0,-25.0,38.8
1991-11-01,13.0,56.0,31.0,-18.0,42.8
1991-10-01,12.0,56.0,32.0,-20.0,40.5
1991-09-01,18.0,57.0,25.0,-7.0,45.9
1991-08-01,14.0,53.0,33.0,-19.0,39.0
1991-07-01,12.0,51.0,37.0,-25.0,39.1
1991-06-01,14.0,47.0,39.0,-25.0,37.1
1991-05-01,13.0,49.0,38.0,-25.0,37.3
1991-04-01,14.0,53.0,33.0,-19.0,39.6
1991-03-01,18.0,55.0,27.0,-9.0,43.6
1991-02-01,15.0,52.0,33.0,-18.0,39.9
1991-01-01,15.0,47.0,38.0,-23.0,39.6
1990-12-01,15.0,47.0,38.0,-23.0,39.6
1990-11-01,12.0,54.0,34.0,-22.0,40.9
1990-10-01,14.0,53.0,33.0,-19.0,41.2
1990-09-01,12.0,59.0,29.0,-17.0,40.8
1990-08-01,16.0,57.0,27.0,-11.0,43.0
1990-07-01,10.0,55.0,35.0,-25.0,39.6
1990-06-01,16.0,54.0,30.0,-14.0,42.6
1990-05-01,11.0,58.0,31.0,-20.0,40.0
1990-04-01,16.0,53.0,31.0,-15.0,41.3
1990-03-01,15.0,56.0,29.0,-14.0,41.2
1990-02-01,18.0,50.0,32.0,-14.0,41.4
1990-01-01,14.0,56.0,30.0,-16.0,42.7
1989-12-01,15.0,55.0,30.0,-15.0,43.9
1989-11-01,13.0,53.0,34.0,-21.0,41.4
1989-10-01,13.0,60.0,27.0,-14.0,43.8
1989-09-01,18.0,56.0,26.0,-8.0,44.8
1989-08-01,15.0,59.0,26.0,-11.0,43.5
1989-07-01,13.0,60.0,27.0,-14.0,46.2
1989-06-01,14.0,68.0,18.0,-4.0,47.5
1989-05-01,14.0,61.0,25.0,-11.0,44.9
1989-04-01,17.0,64.0,19.0,-2.0,47.4
1989-03-01,14.0,73.0,13.0,1.0,48.3
1989-02-01,18.0,67.0,15.0,3.0,49.0
1989-01-01,17.0,59.0,24.0,-7.0,46.7
1988-12-01,20.0,55.0,25.0,-5.0,49.9
1988-11-01,17.0,61.0,22.0,-5.0,51.6
1988-10-01,15.0,65.0,20.0,-5.0,49.2
1988-09-01,20.0,61.0,19.0,1.0,49.5
1988-08-01,18.0,64.0,18.0,0.0,49.4
1988-07-01,22.0,60.0,18.0,4.0,54.5
1988-06-01,18.0,60.0,22.0,-4.0,48.2
1988-05-01,25.0,58.0,17.0,8.0,51.2
1988-04-01,20.0,65.0,15.0,5.0,51.0
1988-03-01,10.0,67.0,23.0,-13.0,41.9
1988-02-01,20.0,62.0,18.0,2.0,48.1
1988-01-01,20.0,62.0,18.0,2.0,50.7
1987-12-01,,,,,50.8
1987-11-01,,,,,51.2
1987-10-01,,,,,50.7
1987-09-01,,,,,49.2
1987-08-01,,,,,49.3
1987-07-01,,,,,44.7
1987-06-01,,,,,52.4
1987-05-01,,,,,47.5
1987-04-01,,,,,45.9
1987-03-01,,,,,46.5
1987-02-01,,,,,46.7
1987-01-01,,,,,46.3
1986-12-01,,,,,38.4
1986-11-01,,,,,42.2
1986-10-01,,,,,48.2
1986-09-01,,,,,48.2
1986-08-01,,,,,45.9
1986-07-01,,,,,43.9
1986-06-01,,,,,44.4
1986-05-01,,,,,46.9
1986-04-01,,,,,42.5
1986-03-01,,,,,43.7
1986-02-01,,,,,44.7
1986-01-01,,,,,44.9
1985-12-01,,,,,45.2
1985-11-01,,,,,45.2
1985-10-01,,,,,45.9
1985-09-01,,,,,45.5
1985-08-01,,,,,43.0
1985-07-01,,,,,41.8
1985-06-01,,,,,40.2
1985-05-01,,,,,40.4
1985-04-01,,,,,43.8
1985-03-01,,,,,44.0
1985-02-01,,,,,44.8
1985-01-01,,,,,45.9
1984-12-01,,,,,47.3
1984-11-01,,,,,45.7
1984-10-01,,,,,45.6
1984-09-01,,,,,46.8
1984-08-01,,,,,49.1
1984-07-01,,,,,57.8
1984-06-01,,,,,56.3
1984-05-01,,,,,54.1
1984-04-01,,,,,54.0
1984-03-01,,,,,52.7
1984-02-01,,,,,52.7
1984-01-01,,,,,52.7
1983-12-01,,,,,59.6
1983-11-01,,,,,55.0
1983-10-01,,,,,52.1
1983-09-01,,,,,48.6
1983-08-01,,,,,49.3
1983-07-01,,,,,50.8
1983-06-01,,,,,45.7
1983-05-01,,,,,45.7
1983-04-01,,,,,46.0
1983-03-01,,,,,44.2
1983-02-01,,,,,40.1
1983-01-01,,,,,36.3
1982-12-01,,,,,34.7
1982-11-01,,,,,33.6
1982-10-01,,,,,32.5
1982-09-01,,,,,33.6
1982-08-01,,,,,31.6
1982-07-01,,,,,29.5
1982-06-01,,,,,29.4
1982-05-01,,,,,28.8
1982-04-01,,,,,31.5
1982-03-01,,,,,31.2
1982-02-01,,,,,34.7
1982-01-01,,,,,35.8
1981-12-01,,,,,37.2
1981-11-01,,,,,42.3
1981-10-01,,,,,48.9
1981-09-01,,,,,41.9
1981-08-01,,,,,47.3
1981-07-01,,,,,44.4
1981-06-01,,,,,49.4
1981-05-01,,,,,48.7
1981-04-01,,,,,44.4
1981-03-01,,,,,44.7
1981-02-01,,,,,42.1
1981-01-01,,,,,44.6
1980-12-01,,,,,51.4
1980-11-01,,,,,42.2
1980-10-01,,,,,43.9
1980-09-01,,,,,45.3
1980-08-01,,,,,37.6
1980-07-01,,,,,29.5
1980-06-01,,,,,37.3
1980-05-01,,,,,33.3
1980-04-01,,,,,45.3
1980-03-01,,,,,43.0
1980-02-01,,,,,46.5
1980-01-01,,,,,44.5
1979-12-01,,,,,43.5
1979-11-01,,,,,44.3
1979-10-01,,,,,46.0
1979-09-01,,,,,52.3
1979-08-01,,,,,51.6
1979-07-01,,,,,53.6
1979-06-01,,,,,53.8
1979-05-01,,,,,53.3
1979-04-01,,,,,50.9
1979-03-01,,,,,54.1
1979-02-01,,,,,51.4
1979-01-01,,,,,52.3
1978-12-01,,,,,53.9
1978-11-01,,,,,56.7
1978-10-01,,,,,56.1
1978-09-01,,,,,54.5
1978-08-01,,,,,55.4
1978-07-01,,,,,57.7
1978-06-01,,,,,54.2
1978-05-01,,,,,54.5
1978-04-01,,,,,52.4
1978-03-01,,,,,44.0
1978-02-01,,,,,54.0
1978-01-01,,,,,54.0
1977-12-01,,,,,48.9
1977-11-01,,,,,48.0
1977-10-01,,,,,47.9
1977-09-01,,,,,44.8
1977-08-01,,,,,50.0
1977-07-01,,,,,52.0
1977-06-01,,,,,52.6
